Code,Description,Unit_Cost,Unit_Price,Unit_Profit,Predicted_Amount_Sold,Margin%,Total_Cost,Total_Sale,Total_Profit,Month,Year
23090,Multi Use Ype With Alcohol 500Ml,2.29,4.08,1.79,7.32,43.9,16.77,29.9,13.13,4,2025
23155,7Kg Crystal Ice,5.65,8.29,2.64,118.16,31.82,667.62,979.2,311.58,4,2025
23464,Eggs Quail Rising Sun Embi 30X1,5.71,8.34,2.63,80.3,31.52,458.49,669.52,211.03,4,2025
24091,Sbp Sbp Aer Citronte 450Ml Lv+ Pg-,9.99,16.49,6.5,29.4,39.43,293.66,484.83,191.17,4,2025
24115,Anti-Ferrug White Lub 300Ml,5.26,11.75,6.49,8.74,55.24,45.96,102.69,56.73,4,2025
24184,Baby Birinight Ice Lemon 1Lt,3.73,6.29,2.56,26.75,40.74,99.79,168.4,68.61,4,2025
24513,Avocado In Bulk Kg,5.04,8.4,3.36,226.14,40.01,1139.74,1899.88,760.14,4,2025
24514,Potato In Bulk Kg,2.43,3.15,0.72,5456.74,22.77,13259.87,17169.33,3909.46,4,2025
24515,Sweet Potato In Bulk Kg,1.46,2.07,0.61,2741.51,29.61,4002.6,5686.32,1683.72,4,2025
24517,Banana Marmelo In Bulk Kg,4.13,7.13,3.0,325.8,42.08,1345.54,2323.1,977.56,4,2025
24518,Banana Nanica In Bulk Kg,2.49,3.57,1.08,6671.04,30.18,16610.88,23791.01,7180.13,4,2025
24519,Banana Terra In Bulk Kg,3.28,4.97,1.69,1157.97,33.97,3798.16,5752.17,1954.01,4,2025
24520,Onion In Bulk Kg,2.25,3.06,0.81,5233.3,26.58,11774.92,16037.76,4262.84,4,2025
24521,Cara In Bulk Kg,3.39,5.71,2.32,119.5,40.64,405.12,682.48,277.36,4,2025
24522,Carrot In Bulk Kg,2.71,3.97,1.26,1896.16,31.69,5138.58,7522.44,2383.86,4,2025
24523,Chuchu In Bulk Kg,1.04,1.61,0.57,1522.21,35.3,1583.1,2446.83,863.73,4,2025
24528,Watermelon In Bulk Kg,2.44,2.97,0.53,4533.35,17.95,11061.37,13481.25,2419.88,4,2025
24529,Strawberry Tray 250G,8.18,12.16,3.98,380.75,32.74,3114.55,4630.61,1516.06,4,2025
24531,Nectarina In Bulk Kg,11.69,17.95,6.26,24.76,34.87,289.39,444.33,154.94,4,2025
24532,Yellow Melao In Bulk Kg,3.89,6.5,2.61,1211.73,40.12,4713.64,7871.82,3158.17,4,2025
24533,Pessego In Bulk Kg,14.34,21.7,7.36,40.05,33.91,574.29,868.95,294.66,4,2025
24535,Rubi Cucumber In Bulk Kg,3.79,6.13,2.34,306.73,38.15,1162.51,1879.56,717.05,4,2025
24536,In Bulk Kg Pera,7.9,13.42,5.52,221.1,41.12,1746.69,2966.53,1219.84,4,2025
24538,Green Cabbage In Bulk Kg,2.4,3.45,1.05,1522.47,30.41,3653.92,5250.64,1596.72,4,2025
24539,Tomato In Bulk Kg,5.86,8.11,2.25,6019.52,27.73,35274.4,48809.19,13534.79,4,2025
24541,Pumpkin Cabotia In Bulk Kg,1.18,1.65,0.47,1666.44,28.46,1966.4,2748.67,782.27,4,2025
24542,In Bulk Kg Ground,11.03,17.68,6.65,22.02,37.61,242.86,389.26,146.4,4,2025
24543,Pie In Bulk Kg,11.24,19.74,8.5,52.44,43.06,589.4,1035.13,445.73,4,2025
24544,Mixicro/Tangerina In Bulk Kg,4.46,7.86,3.4,893.91,43.27,3986.82,7027.72,3040.89,4,2025
24546,Chicken Esp Peru Fiesta Sadia,7.51,19.99,12.48,4.39,62.43,32.99,87.8,54.81,4,2025
24547,Kg -Free Termites Kg,29.97,36.56,6.59,23.51,18.02,704.58,859.45,154.87,4,2025
24550,Hard Third Meat Kg,25.58,34.92,9.34,927.14,26.75,23716.34,32377.26,8660.92,4,2025
24551,Paloma Kg Meat,30.18,33.53,3.35,408.8,9.99,12337.56,13706.88,1369.32,4,2025
24552,Meat Acem S/Bone Kg,25.79,29.19,3.4,638.78,11.64,16474.05,18644.23,2170.19,4,2025
24553,Kg Palette,25.7,28.2,2.5,291.69,8.87,7496.42,8226.07,729.65,4,2025
24554,Meat Muchiba Sebo Kg,8.26,8.49,0.23,35.39,2.72,292.36,300.53,8.17,4,2025
24556,Chicken Cold Kg,7.44,8.86,1.42,8831.74,16.03,65708.15,78251.94,12543.79,4,2025
24557,Dark Cucumber In Bulk Kg,1.91,3.5,1.59,11.39,45.41,21.76,39.86,18.1,4,2025
24558,Chicken The Bird Kg,8.9,14.08,5.18,105.14,36.77,935.79,1479.97,544.19,4,2025
24560,Sadia Baked Ham,18.61,30.46,11.85,89.86,38.91,1672.27,2737.39,1065.12,4,2025
24561,Skewer Chicken W/Bacon Vacuo Kg,47.56,53.99,6.43,1.9,11.91,90.58,102.82,12.25,4,2025
24562,Kg Kg Mass,9.0,19.99,10.99,28.45,54.98,256.03,568.71,312.68,4,2025
24564,Duckling Meat Stroganoff Bdj Kg,26.78,43.99,17.21,3.1,39.12,83.0,136.33,53.33,4,2025
24566,Kg Tray Stick Blame,4.5,5.83,1.33,5.11,22.75,23.0,29.78,6.77,4,2025
24569,Fucking Meat Kg,18.48,24.22,5.74,192.95,23.71,3565.72,4673.9,1108.18,4,2025
24570,Fison Kg Field,27.49,29.32,1.83,208.55,6.24,5733.16,6114.72,381.56,4,2025
24572,Minas Frescal 2M Kg Cheese,28.0,37.99,9.99,35.74,26.3,1000.64,1357.72,357.08,4,2025
24573,Sliced ​​Ham Kg,12.04,15.94,3.9,1.19,24.49,14.27,18.9,4.63,4,2025
24576,Chicken Breast Chicken Kg,9.72,12.48,2.76,1911.6,22.13,18580.74,23861.23,5280.49,4,2025
24579,Zucchini In Bulk Kg,1.93,2.95,1.02,543.06,34.64,1048.11,1603.59,555.49,4,2025
24584,Coconut Dry In Bulk Kg,6.69,11.64,4.95,94.23,42.52,630.42,1096.77,466.35,4,2025
24585,Banana Apple In Bulk Kg,5.33,9.08,3.75,832.76,41.31,4438.6,7562.79,3124.19,4,2025
24586,Silver Banana In Bulk Kg,4.42,7.58,3.16,3913.99,41.69,17299.84,29668.73,12368.89,4,2025
24587,Orange In Bulk Kg,3.42,4.69,1.27,3318.12,27.05,11347.96,15555.8,4207.84,4,2025
24590,Yam In Bulk Kg,1.86,2.74,0.88,365.08,32.04,679.04,999.18,320.14,4,2025
24591,Cheese Curd Skewer Resf Boua Kg,41.17,64.23,23.06,1.98,35.9,81.61,127.32,45.71,4,2025
24597,Soft Thigh Meat Kg,27.7,37.24,9.54,1158.08,25.61,32078.75,43122.39,11043.64,4,2025
24598,Kg Rump Meat,27.42,39.61,12.19,515.42,30.78,14132.83,20417.27,6284.44,4,2025
24599,Meat Against File Kg,27.31,39.48,12.17,873.31,30.82,23850.22,34475.6,10625.38,4,2025
24600,Kg Duckling Meat,25.64,34.12,8.48,613.03,24.85,15718.03,20915.54,5197.51,4,2025
24601,Beef Beef Kg,26.6,28.23,1.63,907.12,5.76,24129.46,25604.26,1474.81,4,2025
24602,Rear Musc Meat Kg,20.43,26.25,5.82,747.79,22.18,15277.39,19631.7,4354.31,4,2025
24603,Kg,23.26,35.29,12.03,382.21,34.09,8890.24,13488.45,4598.21,4,2025
24604,P.A Kg Rib Meat,15.72,20.91,5.19,911.92,24.83,14335.44,19070.69,4735.25,4,2025
24611,Kg Rumpsate Meat,28.46,37.69,9.23,116.48,24.49,3315.1,4390.28,1075.18,4,2025
24614,Agrinel Kg Lady,6.16,10.67,4.51,839.97,42.26,5174.21,8961.23,3787.01,4,2025
24615,Kg Cattle,4.4,7.45,3.05,784.53,40.95,3451.94,5845.8,2393.85,4,2025
24618,Morte Bol Gold Sliced ​​Kg,15.08,25.73,10.65,193.39,41.4,2916.29,4976.6,2060.31,4,2025
24628,Front Rosta Kg,18.43,20.03,1.6,1003.23,8.0,18489.56,20097.35,1607.79,4,2025
24631,Kg Picanha Meat,39.96,52.11,12.15,239.92,23.32,9587.08,12502.71,2915.63,4,2025
24635,Sliced ​​Mozzarella Cheese Kg,25.81,44.0,18.19,767.38,41.34,19806.09,33764.21,13958.12,4,2025
24636,Chambari Kg Meat,21.14,25.99,4.85,137.6,18.66,2908.82,3576.12,667.3,4,2025
24640,Bovino Lumbine Kg,23.48,25.03,1.55,1146.6,6.19,26922.06,28698.49,1776.44,4,2025
24641,Front Musc Meat Kg,27.09,25.2,-1.89,1190.1,-7.49,32239.68,29993.19,-2246.49,4,2025
24643,Meat Acem W/Bone Kg,18.78,18.6,-0.18,880.49,-0.99,16535.54,16373.44,-162.1,4,2025
24644,Peca/Pedaco Mussarela Cheese Kg,25.95,41.35,15.4,45.05,37.25,1168.94,1862.85,693.91,4,2025
24658,File Mignon Kg Meat,33.79,46.17,12.38,253.38,26.82,8561.63,11699.41,3137.78,4,2025
24660,Goianinha In Bulk Kg,1.9,3.55,1.65,31.41,46.55,59.68,111.65,51.97,4,2025
24668,French Bread Kg,8.35,14.2,5.85,4890.44,41.18,40835.17,69423.96,28588.79,4,2025
24671,Pao Careca F.Propria Kg,4.6,20.0,15.4,1.97,77.0,9.07,39.43,30.36,4,2025
24674,Chantylly Choc F.Propria Kg Pie,9.42,46.0,36.58,21.56,79.52,203.05,991.48,788.42,4,2025
24686,Pie Ganache Prestige F.Propria Kg,10.0,50.0,40.0,15.69,80.0,156.92,784.59,627.67,4,2025
24690,Mussarela Proc Robust Ponta Kg Cheese,28.03,38.25,10.22,1.89,26.72,52.95,72.26,19.31,4,2025
24695,Kg Lizard Meat,27.79,32.36,4.57,299.4,14.12,8320.34,9688.33,1367.99,4,2025
24698,Pepper Kg Packed Bode,19.09,47.0,27.91,16.72,59.38,319.1,785.56,466.47,4,2025
24699,In Bulk Kg Smell Pepper,18.11,41.49,23.38,152.49,56.35,2761.59,6326.67,3565.08,4,2025
24701,Chicken Pescoco In Bulk Tray Kg,1.55,6.59,5.04,5.94,76.48,9.2,39.12,29.92,4,2025
24703,Chilled Pudding W/Pedaco Syrup Kg,15.0,30.0,15.0,16.34,50.0,245.11,490.22,245.11,4,2025
24705,Linguiça Fine Final Colled Cea Vacuo Kg,12.95,24.94,11.99,67.71,48.07,876.9,1688.62,811.72,4,2025
24706,Break F.Tra Traditional Propria Kg,5.72,40.0,34.28,4.8,85.7,27.46,192.0,164.54,4,2025
24716,Linguiça Tosc Chicken Chicken Tray Kg,9.8,19.84,10.04,52.61,50.61,515.56,1043.86,528.3,4,2025
24718,Bacon Sadia Kg Manta,22.56,38.06,15.5,40.48,40.72,913.2,1540.48,627.29,4,2025
24722,Kiwi Tray Kg,22.8,45.61,22.81,1.04,50.01,23.62,47.25,23.63,4,2025
24724,Garlic A Bulk Kg,19.26,29.27,10.01,894.11,34.2,17220.53,26171.02,8950.49,4,2025
24725,Peta Santa Clara F.Propria Kg,7.18,30.0,22.82,3.56,76.07,25.56,106.81,81.25,4,2025
24730,Linguiça Calab Thick Loss Kg,15.47,31.63,16.16,1.36,51.09,21.11,43.15,22.05,4,2025
24733,Pe Sound Salgado Vacuo Kg,8.07,20.23,12.16,8.23,60.11,66.45,166.57,100.13,4,2025
24734,Linguiça Tosc Chrus Swine For Barbecue Kg,10.1,13.06,2.96,810.25,22.67,8183.57,10582.66,2399.09,4,2025
24735,Linguiça Tosc Chicken Kg Chicken,9.79,12.59,2.8,1566.53,22.27,15336.29,19730.2,4393.92,4,2025
24737,In Bulk Kg Chicken Wing,10.57,13.57,3.0,983.75,22.09,10398.28,13346.53,2948.25,4,2025
24739,National Plum In Bulk Kg,13.55,21.16,7.61,241.13,35.95,3267.32,5101.2,1833.88,4,2025
24741,Cupim Meat B Kg,26.2,29.82,3.62,111.17,12.13,2912.62,3314.69,402.07,4,2025
24742,Cherry Tomato Tray 250G,3.3,6.69,3.39,7.02,50.67,23.16,46.95,23.79,4,2025
24744,Salg Hamburgao F.Propria Kg,10.54,34.79,24.25,24.78,69.7,261.16,861.93,600.76,4,2025
24745,Kg Tray Tomato,5.92,12.42,6.5,53.83,52.35,318.67,668.77,350.1,4,2025
24748,Dream F.Propria Dc Milk Kg,6.0,40.0,34.0,16.75,85.0,100.47,669.82,569.35,4,2025
24762,Green Pepper In Bulk Kg,6.04,9.82,3.78,203.71,38.49,1230.44,2000.38,769.95,4,2025
24763,Meat Paloma Kg Cover,25.07,29.85,4.78,262.93,16.0,6591.6,7847.15,1255.54,4,2025
24771,Budweiser Sleek Beer 350Ml,3.32,3.91,0.59,177.38,15.06,588.92,693.33,104.42,4,2025
24779,Gaucha Kg Costela Meat,16.21,22.35,6.14,1052.23,27.47,17056.63,23516.66,6460.03,4,2025
24786,Linguiça Calab Fine Sliced ​​Chick Vacuo Kg,12.96,25.76,12.8,13.23,49.69,171.46,340.81,169.35,4,2025
24792,Mousse F.Propria Strawberry Kg,9.38,39.91,30.53,1.72,76.5,16.16,68.76,52.6,4,2025
24798,Santa Clara Feijoada Kit Temperated Kg,6.0,24.99,18.99,26.32,75.99,157.95,657.85,499.9,4,2025
24802,Thread F.Propria Caracol Cream In Bulk K,17.58,35.0,17.42,7.4,49.77,130.18,259.16,128.99,4,2025
24806,Thread F.Propria Hungra Kg,6.13,36.99,30.86,8.0,83.43,49.04,295.95,246.91,4,2025
24810,Thread F.Propria Lock With Coconut Kg,17.58,35.0,17.42,6.75,49.77,118.63,236.17,117.54,4,2025
24811,Pan Meat,19.54,36.98,17.44,13.84,47.16,270.34,511.62,241.28,4,2025
24815,Sliced ​​Mocoto Vacuo Kg,4.4,9.67,5.27,32.61,54.5,143.47,315.32,171.85,4,2025
24816,Kg,17.18,25.37,8.19,39.73,32.27,682.61,1007.83,325.23,4,2025
24822,Sausage Hot Dog Friato Kg,5.35,9.69,4.34,229.01,44.79,1225.18,2219.13,993.95,4,2025
24823,Kiwi In Bulk Kg,23.91,36.39,12.48,27.83,34.3,665.38,1012.75,347.37,4,2025
24827,Rolled Cheese F.Propria Kg,9.38,39.7,30.32,47.83,76.37,448.62,1898.53,1449.91,4,2025
24828,Terra Terra Grill Kg,34.69,46.39,11.7,44.12,25.22,1530.48,2046.65,516.17,4,2025
24830,Thread F.Propria Lock Cream W/Coconut Kg,17.9,34.99,17.09,4.0,48.84,71.62,139.99,68.37,4,2025
24831,Thread F.Propria Prestige Kg,6.0,40.0,34.0,3.81,85.0,22.83,152.22,129.39,4,2025
24833,Pao Mandi F.Propria Kg,3.8,19.99,16.19,327.99,80.99,1246.36,6556.34,5309.98,4,2025
24835,Corn Bread F.Propria Kg,4.6,13.3,8.7,30.16,65.42,138.72,401.16,262.44,4,2025
24859,Clean Polytri Ceramic 1Lt,5.47,9.09,3.62,4.52,39.82,24.74,41.12,16.37,4,2025
24900,Guariroba Cunha 450G,13.0,19.99,6.99,10.48,34.97,136.18,209.41,73.23,4,2025
24923,Pao Homemade F.Propria Kg,4.5,16.77,12.27,21.58,73.17,97.09,361.89,264.79,4,2025
25009,Roll Salsicha F.Propria Kg,5.35,37.28,31.93,43.53,85.65,232.89,1622.92,1390.03,4,2025
25044,Almeirao Foliage,2.0,3.5,1.5,5.36,42.86,10.72,18.76,8.04,4,2025
25049,Pineapple Unit,3.73,4.91,1.18,1048.49,24.05,3910.88,5149.28,1238.4,4,2025
25053,Maria Mole Coconut F.Propria Kg,5.04,45.0,39.96,9.07,88.8,45.7,408.05,362.35,4,2025
25174,Colorful Pepper In Bulk Kg,10.7,18.18,7.48,15.58,41.14,166.72,283.24,116.53,4,2025
25231,Panassonic Alcal 9V Sm Battery,7.81,14.7,6.89,3.88,46.87,30.32,57.07,26.75,4,2025
25293,Skewer Meat Against File Vacuo Kg,31.72,50.71,18.99,1.37,37.45,43.42,69.41,26.0,4,2025
25322,1.5Lt Integral Grape Alligue Juice,11.85,17.28,5.43,17.04,31.41,201.93,294.4,92.47,4,2025
25390,Thread F.,6.0,32.99,26.99,4.13,81.81,24.77,136.2,111.42,4,2025
25479,Inhoque F.Propria Kg,6.99,53.77,46.78,8.91,87.0,62.29,479.17,416.88,4,2025
25602,Bdj Kg Special Duckling Meat,26.78,43.99,17.21,6.33,39.12,169.63,278.63,109.0,4,2025
26346,Clean Limo Ype Cl Activ 520G,3.8,6.27,2.47,5.3,39.37,20.14,33.21,13.08,4,2025
26366,Ype Water Ype Cloro Active 2Lt,4.66,7.96,3.3,159.78,41.45,744.57,1271.68,527.11,4,2025
26522,Pudding F.Propria Grande Kg,6.69,29.99,23.3,7.72,77.69,51.64,231.45,179.81,4,2025
26673,Red English Paste 400G,17.32,27.87,10.55,1.66,37.85,28.78,46.3,17.52,4,2025
26789,Removex Criviviali 2Lt Remover,10.37,16.17,5.8,16.75,35.85,173.74,270.84,97.1,4,2025
26839,Benitaka Grape 500G Tray,7.0,11.65,4.65,636.01,39.92,4452.04,7410.19,2958.15,4,2025
26890,Smoked Bacon Loss Kg,23.14,40.46,17.32,54.27,42.81,1255.72,2195.69,939.97,4,2025
27053,Sounded Bacon Perdigation Pedaco A Vacu,23.14,47.96,24.82,69.66,51.75,1611.88,3340.68,1728.8,4,2025
27147,Ginger Kg,7.49,14.35,6.86,39.79,47.81,298.01,571.02,273.0,4,2025
27473,Packed Smell Pimenta Kg,17.38,59.99,42.61,18.8,71.03,326.78,1128.0,801.22,4,2025
27474,Kg Bulk Chicken Heart,20.72,33.42,12.7,7.77,38.01,160.95,259.64,98.69,4,2025
27475,Corcacation Skewer Vacuo Kg,20.72,40.12,19.4,23.22,48.35,481.17,931.61,450.43,4,2025
27516,Fish Mapara Fricenter 700G Tray,11.4,17.16,5.76,12.99,33.56,148.12,222.93,74.82,4,2025
27519,Mandira Fish 700G,12.29,16.79,4.5,19.64,26.81,241.35,329.76,88.41,4,2025
27536,Spinach Foliage,2.5,4.5,2.0,23.06,44.44,57.64,103.75,46.1,4,2025
27613,Axelga Foliage,2.0,3.5,1.5,110.09,42.85,220.19,385.28,165.09,4,2025
27705,Imported Purple Purple Tray Kg,13.45,26.99,13.54,3.18,50.17,42.74,85.78,43.04,4,2025
27709,Seq Bisc Margarida Kg,23.96,51.45,27.49,4.09,53.43,97.92,210.27,112.35,4,2025
27711,Seq B B B/Coconut Kg,23.23,42.63,19.4,0.35,45.51,8.23,15.11,6.88,4,2025
27712,Seq Bisc Nata With Flakes Kg,23.19,42.55,19.36,0.39,45.5,9.01,16.53,7.52,4,2025
27713,Seq Bisc Choc Kg Start,26.02,53.65,27.63,1.53,51.5,39.82,82.11,42.28,4,2025
27719,Seq Bisc Rose Kg Cheese,27.11,54.37,27.26,0.46,50.14,12.42,24.91,12.49,4,2025
27735,Onion Purple In Bulk Kg,5.52,8.97,3.45,92.64,38.47,511.38,831.11,319.73,4,2025
27959,Alcohol Gel Start Lav 500G,4.6,7.99,3.39,4.59,42.43,21.1,36.66,15.55,4,2025
27964,Thread F.Propria Fries Kg,6.0,40.0,34.0,4.26,85.0,25.54,170.27,144.73,4,2025
28077,Lettuce Foliage In The Toothpick,5.0,8.0,3.0,958.74,37.51,4793.7,7671.14,2877.45,4,2025
28102,Softener Ype Concur Blue 500Ml,5.04,8.08,3.04,3.34,37.6,16.81,26.95,10.13,4,2025
28103,Lav Roup Lq Tixan Ype Mc 1Lt,6.24,10.39,4.15,14.97,39.97,93.43,155.64,62.21,4,2025
28104,Lav Roup Lq Tixan Ype Pm 1Lt,6.24,10.39,4.15,8.89,39.97,55.49,92.43,36.95,4,2025
28170,Piramutaba Fish 700G,11.4,17.6,6.2,7.12,35.22,81.2,125.35,44.15,4,2025
28675,Baby Espeed Pitu 600Ml,5.51,7.93,2.42,5.54,30.53,30.52,43.93,13.41,4,2025
28734,Desinf Pinho Sol Orig 1Lt,10.54,14.95,4.41,10.65,29.51,112.25,159.24,46.99,4,2025
28849,Pintad/Surub Bdj 700G Fish,29.59,36.48,6.89,8.45,18.88,249.9,308.06,58.16,4,2025
29395,Fish Lambari Bdj 500G,16.24,24.37,8.13,5.28,33.37,85.73,128.66,42.93,4,2025
29402,Chicken Wing Sp Chicken Bdj 1Kg,11.88,20.24,8.36,56.38,41.29,669.8,1140.87,471.06,4,2025
29581,Capeletti Chicken Massaleve 400G,6.86,12.15,5.29,7.78,43.53,53.36,94.49,41.13,4,2025
29763,Traditional Homemade Peta 100G,3.38,5.87,2.49,285.99,42.4,966.65,1678.21,711.56,4,2025
29922,Bologna Frrico Swiss Tube Unit 2.5Kg,12.85,22.05,9.2,31.49,41.73,404.59,694.33,289.74,4,2025
30017,Fructpres Pineapple Pulp W/ Hort100G,1.22,2.19,0.97,60.25,44.24,73.51,131.83,58.32,4,2025
30018,Frutpres Casju 100G Pulp,0.85,1.53,0.68,388.01,44.53,329.81,594.57,264.76,4,2025
30019,Fruitpress Pulp Source 100G,1.62,2.99,1.37,59.8,45.8,96.88,178.74,81.86,4,2025
30020,Fructpres Acerola 100G Pulp,0.85,1.53,0.68,944.86,44.57,803.13,1448.91,645.78,4,2025
30021,Frutpress Pulp Acai 100G,1.64,2.94,1.3,40.71,44.29,66.76,119.84,53.08,4,2025
30023,Gooiaba Frruppress Pulp,0.85,1.54,0.69,281.49,44.73,239.27,432.91,193.64,4,2025
30027,Fructpres Passion Fruit 100G,2.43,4.46,2.03,335.41,45.5,815.06,1495.52,680.46,4,2025
30028,Fructpres Pulp Tamarindo 100G,0.85,1.53,0.68,409.33,44.52,347.93,627.12,279.2,4,2025
30029,Fructpres Pineapple Pulp 100G,0.85,1.61,0.76,90.02,47.28,76.52,145.14,68.62,4,2025
30030,Fructpres Manga 100G Pulp,0.85,1.53,0.68,105.63,44.55,89.79,161.93,72.14,4,2025
30031,Frutpress Pulp 100G,1.22,2.19,0.97,93.46,44.24,114.02,204.48,90.46,4,2025
30032,Frutpress Pulpuacu 100G,1.62,2.99,1.37,158.51,45.8,256.79,473.78,216.99,4,2025
30033,Fruutpress Strawberry 100G Pulp,1.62,3.01,1.39,130.97,46.16,212.16,394.06,181.9,4,2025
30055,Roxo Cans In Bulk Kg,5.38,9.77,4.39,55.29,44.95,297.45,540.33,242.88,4,2025
30358,Bacon Frrico Manta Kg,27.06,48.04,20.98,7.32,43.67,198.09,351.66,153.57,4,2025
30367,Soda Coca Cola Zero 600Ml,4.48,5.62,1.14,62.38,20.26,279.47,350.48,71.01,4,2025
30460,Pumpkin Moranga In Bulk Kg,1.91,3.33,1.42,23.83,42.63,45.52,79.34,33.82,4,2025
30484,Clean Oven Easy Off 250Ml,10.78,20.33,9.55,3.75,46.98,40.38,76.16,35.78,4,2025
30682,Seara Bolognese 600G Lasagna,11.48,13.07,1.59,4.96,12.15,56.89,64.76,7.87,4,2025
30773,Fish Bearded Bdj 700G,19.65,30.79,11.14,6.68,36.18,131.33,205.78,74.45,4,2025
30774,Fish Jau Bdj 700G,18.42,27.71,9.29,2.33,33.53,42.95,64.61,21.66,4,2025
30868,Pastel Mass Jk Roll 500G,6.47,11.33,4.86,22.9,42.89,148.17,259.45,111.28,4,2025
31232,Mass Of Lasagna Massaleve 500G,7.29,12.14,4.85,3.41,39.97,24.85,41.39,16.54,4,2025
31379,Water Sanitia Qboa 5Lt,11.25,17.68,6.43,65.84,36.36,740.67,1163.85,423.18,4,2025
31387,Lasagna Seara Chicken 600G,10.39,18.62,8.23,2.99,44.2,31.05,55.64,24.59,4,2025
31405,Carrot Promotion Kg,2.9,1.64,-1.26,57.56,-77.29,166.93,94.16,-72.77,4,2025
31571,Maxixe In Bulk Kg,5.56,8.97,3.41,90.09,38.04,500.91,808.45,307.53,4,2025
31598,Most Qbom Natural Softener 2L,3.02,4.46,1.44,40.41,32.27,122.03,180.17,58.14,4,2025
31670,Fructpress Pulp 100G,1.22,2.27,1.05,37.24,46.2,45.43,84.45,39.02,4,2025
31817,Hot Pocket Sadia X Frg 145G,4.09,6.77,2.68,20.71,39.63,84.71,140.32,55.61,4,2025
31884,Linguiça Calabresa Grossa Cold Kg,11.02,20.41,9.39,123.0,46.0,1355.5,2510.18,1154.68,4,2025
31940,Compleite Trad 200G Cedijao,6.47,9.29,2.82,29.52,30.33,190.97,274.1,83.14,4,2025
31994,Insecticide Detefon Liquido A/To 500Ml,11.53,18.52,6.99,5.8,37.74,66.89,107.43,40.54,4,2025
32015,Compleita C/Herbs 200G,6.68,10.07,3.39,6.01,33.65,40.12,60.47,20.35,4,2025
32070,Native Mineral Water Ordinance,12.7,18.06,5.36,124.12,29.66,1576.38,2241.09,664.71,4,2025
32078,Native Mineral Water Delivery 20Lt Region,12.71,18.58,5.87,124.6,31.58,1583.71,2314.68,730.98,4,2025
32092,Acrix Ink Violet Fabric 37Ml,2.37,4.05,1.68,2.75,41.44,6.51,11.11,4.61,4,2025
32093,Acrilex Paint Verd/Oliv 37Ml,2.37,4.05,1.68,1.34,41.44,3.18,5.43,2.25,4,2025
32154,Linguiça Thick Chicken Bacon Kg Kg,13.22,16.01,2.79,38.57,17.44,509.85,617.55,107.7,4,2025
32203,Goiaba Tray 400G,4.0,6.49,2.49,3.69,38.37,14.76,23.95,9.19,4,2025
32229,Hot Pocket Sadia X-Picanha 145G,4.06,6.6,2.54,33.82,38.53,137.29,223.35,86.06,4,2025
32230,Hot Pocket Xburg Sadia 145G,3.99,6.61,2.62,29.66,39.63,118.35,196.04,77.69,4,2025
32334,Linguiça Tosc Suina Apim Coldogg,13.59,24.25,10.66,15.45,43.95,209.93,374.54,164.61,4,2025
32584,Creamy Curd Nestle Light 200G,6.63,10.23,3.6,25.77,35.22,170.84,263.73,92.88,4,2025
32657,Lasagna Seara Calabres 600G,11.42,15.13,3.71,3.67,24.5,41.89,55.48,13.59,4,2025
32732,Insect Sbp Aer Eucalyptus 450Ml Lv+ Pg-,9.89,16.21,6.32,28.44,38.97,281.29,460.9,179.61,4,2025
32890,Linguiça Calab Chilli Thin Kg,12.95,22.24,9.29,33.03,41.76,427.69,734.36,306.67,4,2025
32958,Sliced ​​Chick Kg,9.92,19.84,9.92,299.88,50.01,2974.79,5950.76,2975.98,4,2025
33033,Clean Ceramic Azulim Trad 2L,9.07,15.46,6.39,8.86,41.34,80.35,136.97,56.63,4,2025
33039,Bacon Frrico Pedacos Kg,26.52,45.36,18.84,28.65,41.53,759.84,1299.54,539.7,4,2025
33077,Entire Cold Calab Cold Cold Vacuo K,11.02,22.27,11.25,94.11,50.51,1037.13,2095.63,1058.5,4,2025
33195,Paddles Duck Lavender,4.98,8.87,3.89,11.47,43.86,57.11,101.73,44.62,4,2025
33199,Bologna Def Seara Gourmet Fat Kg,13.45,24.25,10.8,15.93,44.53,214.3,386.33,172.03,4,2025
33211,Ion Danone Integral Natural 160G,3.1,5.28,2.18,8.08,41.24,25.05,42.63,17.58,4,2025
33489,Insecticide Aer Baygon Action Total 360Ml,9.56,15.56,6.0,69.57,38.58,665.06,1082.8,417.75,4,2025
33614,500G Lavender Polyter Clean Gel,3.8,6.24,2.44,3.25,39.09,12.35,20.28,7.93,4,2025
33896,Tomato Offer Kg,7.6,2.48,-5.12,55.85,-206.06,424.44,138.68,-285.76,4,2025
33989,Wing Drumst,10.71,15.83,5.12,89.66,32.36,960.31,1419.74,459.43,4,2025
34053,Detergent Procurement Coconut 500Ml,0.77,1.39,0.62,380.63,44.75,293.09,530.48,237.39,4,2025
34773,Pizza Manufacturing Itself P Kg,8.69,36.07,27.38,60.43,75.91,525.12,2179.81,1654.7,4,2025
34853,Bologna Confiança 400G,3.22,5.9,2.68,7.81,45.38,25.14,46.02,20.89,4,2025
34920,Kg Punch Meat,19.0,34.33,15.33,70.67,44.65,1342.78,2425.99,1083.2,4,2025
35106,Brewth File Cong Super Chicken Bdj 1Kg,14.76,21.67,6.91,125.62,31.9,1854.14,2722.67,868.53,4,2025
35201,Super Chicken Black Stick Black,8.36,14.09,5.73,42.44,40.68,354.84,598.17,243.34,4,2025
