Code,Description,Unit_Cost,Unit_Price,Amount_Sold,Margin%,MKP%,Total_Cost,Total_Sale
069075,Spaten Munich Beer 350Ml Cx12X1,44.79,52.28,12.0,14.32,16.72,537.5,627.36
077792,Stella L Neck Pur Gold 330Ml Cx 6 Beer,29.72,34.25,21.0,13.24,15.26,624.08,719.34
077754,Stella Artois L Neck Pure Gold 3 Beer,4.95,5.78,78.0,14.27,16.64,386.33,450.62
012378,Stella Artois Long Neck 330Ml Beer,4.79,5.68,51.0,15.64,18.53,244.39,289.69
069616,Stella Artois Long Neck 330Ml Cx Beer,28.75,33.54,4.0,14.28,16.65,115.01,134.16
069026,Stella Artois One Way 600Ml Beer,8.99,9.89,4.0,9.1,10.01,35.96,39.56
080107,Cha Leao Ice Tea Lima Pt 200Ml,1.28,2.79,9.0,43.56,77.18,11.53,25.11
081725,Cha Leao Ice Tea Peusego Pt 200Ml,1.25,2.69,1.0,43.12,75.82,1.25,2.69
045215,Chambinho Petit Chocolate 320G,7.06,13.47,21.0,41.05,69.65,148.36,282.79
082254,Chandelle Chocolate Chocolate 90G,2.33,4.52,16.0,42.15,72.86,37.25,72.34
076628,Whipped Cream Fleischmann Gran Finale 200Ml,2.92,8.49,8.0,53.17,113.53,23.38,67.92
076627,Whipped Cream Flexchmann Gran Finale 500Ml,7.34,18.99,6.0,47.42,90.2,44.03,113.94
051906,Whipped Cream 200Ml,3.92,7.49,4.0,35.91,56.04,15.68,29.96
012099,Ricca Chillly 1Lt,10.26,25.59,2.0,45.45,83.31,20.52,51.18
051259,Plate Alis Gama El P App2205 Bv,72.22,144.99,1.0,45.11,82.19,72.22,144.99
082052,Chicken With Super Chicken Pouch 27 Cheese,5.25,12.01,50.0,40.46,67.97,262.75,600.4
083168,Chicken Supreme Cong Seara 300G,3.73,6.54,210.0,22.47,28.98,782.25,1372.48
082668,Chicken Trad Super Chicken Pouch 275G,3.83,8.98,26.0,42.8,74.84,99.45,233.41
082053,Chicken Trad Super Chicken Pouch 900G,10.25,25.99,15.0,46.34,86.35,153.78,389.85
068432,Red Draft Wine Chopp Campo 500M,5.37,9.99,1.0,26.4,35.86,5.37,9.99
024523,Chuchu In Bulk Kg,1.04,1.6,1925.43,35.3,54.57,1997.87,3088.02
081941,Key Kym Kg,1.14,2.46,25.51,53.61,115.58,29.07,62.66
010142,Chayote Promocao Kg,0.0,0.32,28.58,100.0,0.0,0.0,9.08
063138,Churrasq Electric Cadence Grill Menu 2,89.83,143.72,4.0,22.61,29.22,359.32,574.87
067627,Barbecue Cadence Elect Compact 22,3573.35,125.99,1.0,28.57,40.0,3573.35,125.99
066948,Chlorine Original Gel Qboa 1Lt,5.12,11.99,8.0,41.91,72.15,40.96,95.92
065074,Gfa 850G Integral Goianinho Curd,6.68,12.99,27.0,42.26,73.2,180.23,350.73
066122,Goaninho Integral Coalk Copo 160G,2.19,4.99,15.0,45.89,84.81,32.81,74.85
056591,Cocadinha F.Propria Kg,9.11,45.0,2.18,79.76,393.96,19.88,98.19
024584,Coconut Dry In Bulk Kg,6.69,11.63,100.84,42.52,73.98,674.21,1172.96
071773,Packed Green Coconut Unit,3.0,1.2,7.0,-149.11,-59.86,21.0,8.43
011890,Green Coconut,2.95,4.78,230.0,38.26,61.97,678.55,1099.06
078689,Kellmat Rato Cuilha,2.57,4.99,1.0,42.08,72.66,2.57,4.99
047971,Inflatable Matt Couple Mor Life C/B,76.03,174.99,1.0,46.78,87.91,76.03,174.99
038452,Cocanco Bovino Kg,6.16,10.65,346.27,34.25,52.09,2133.0,3686.48
027474,Kg Bulk Chicken Heart,20.72,37.99,7.52,38.01,61.32,155.89,285.77
081881,Chicken Heart Qualitti Tray 1Kg,21.11,39.99,2.0,40.01,66.69,42.22,79.98
070226,Chicken Heart Super Chicken 500G,11.0,22.99,13.0,45.63,83.92,143.0,298.87
009886,Black Plaid Coloring 50Ml,3.54,6.99,13.0,44.21,79.23,46.02,90.87
002257,Yellow Plaid Coloring 50Ml,3.38,6.99,2.0,47.74,91.35,6.77,13.98
002259,Blue Blue 50Ml Dye,3.54,6.99,3.0,44.21,79.23,10.62,20.97
022063,50Ml Plaid Coloring,3.48,6.99,1.0,46.25,86.05,3.48,6.99
002261,Green Liquido 50Ml Chess Dye,3.52,6.99,11.0,44.59,80.48,38.67,76.89
002260,Brown Plaid Coloring 50Ml,3.43,6.99,1.0,47.1,89.02,3.43,6.99
002262,Red Plaid Dye 50Ml,3.54,6.99,3.0,44.21,79.23,10.62,20.97
059238,Corpus S/ Lact 170Gr Strawberry,3.17,5.99,1.0,40.57,68.26,3.17,5.99
082150,Cab Britania Bcr03 18W 9Ac 22,36.34,99.99,1.0,50.57,102.29,36.34,99.99
018170,300G White Unit Flower Cauliflower,6.51,9.49,106.0,31.38,45.74,690.0,1005.59
034939,"Thigh W/Overcox Chicken Soda In Bulk K 4,415.121",3698.03,32183.83,9.89,19.35,43651.8,36573.56,318298.0787
063344,Thigh No Thigh Tray Kg,7.28,13.99,125.98,40.84,69.02,917.39,1762.07
019580,Thighs With Overcoxes Chicken Friato Band,9.94,16.99,15.0,33.49,50.35,149.16,254.85
034361,"Thighs With Overcoxes Sup Chicken Tray 1 135,000",85.7,1163.68,15.43,57.48,2082.49,1322.35,17955.5824
077403,Congress Super Chicken Iqf 1Kg,9.42,15.99,24.0,33.08,49.43,225.98,383.7
042988,Coxinha Asa Cong Temp Hot Super Chicken,7.75,12.56,338.0,22.75,29.45,2619.26,4245.82
075587,Asa Drug Cong Super Chicken Iqf 1,11.99,19.73,54.0,30.95,44.81,647.46,1065.46
063343,Wing Drumstick Kg,10.12,18.69,141.67,38.47,62.53,1433.57,2647.78
041157,Cong Sadia Iqf 1Kg Wing Drumstick,13.14,21.99,43.0,32.07,47.22,565.21,945.57
067589,Wing Drumstick Chicken In Bulk Kg,10.13,13.99,846.89,17.78,21.62,8574.77,11851.11
033989,Wing Drumst,10.71,17.99,147.0,32.36,47.83,1574.6,2645.05
077571,Tempered Wing Coxinha Kg Tray,10.11,19.99,60.4,42.49,73.89,610.87,1207.16
075803,Cream Cheese Canto De Minas 150G,7.56,13.49,4.0,36.32,57.04,30.24,53.96
078661,Cream Cheese Canto De Minas Bisnaga 40,16.94,32.99,1.0,41.65,71.38,16.94,32.99
014614,Cream Cheese Philadelpia Orig 150G,9.56,19.99,4.0,45.97,85.09,38.24,79.96
047715,180G Canto De Minas Ricotta Cream,6.56,12.99,7.0,37.64,60.37,45.92,90.93
046734,Cremozinn Goianira Acai W/ Banana 85G,0.63,1.5,91.0,42.65,74.37,57.51,136.46
046733,Cremozinn Goianira Blue Ice 85G,0.63,1.53,459.0,43.73,77.71,290.23,701.5
046728,Cremozinn Goianira Caja 85G,0.63,1.6,59.0,46.25,86.05,37.29,94.4
046726,Cremozinn Goianira Cupuacu 85G,0.64,1.51,164.0,43.08,75.69,105.47,247.8
046727,Cremozinn Goianira Tropical Fruits 85G,0.64,1.53,189.0,43.97,78.48,120.5,290.1
046843,Cremozinn Goianira Condensed Milk 85,0.63,1.53,474.0,43.77,77.85,300.41,724.99
046732,Cremozinn Goianira Passable 85G,0.63,1.5,86.0,42.67,74.42,54.35,129.0
046845,Cremozinn Goianira Strawberry 85G,0.63,1.54,460.0,44.0,78.56,290.72,706.39
046731,Cremozinn Goianira Uva 85G,0.63,1.55,90.0,44.44,79.97,56.88,139.3
000536,Creoline 50Ml,9.85,14.99,1.0,27.59,38.09,9.85,14.99
083265,Crispy Conga Super Chicken Pouch 275G,3.44,7.99,1.0,41.51,70.98,3.44,7.99
054194,Cup Cake Stuffed Kg,10.99,32.89,3.44,66.59,199.28,37.83,113.21
056327,200G Valley Dry Damascus Fruit,11.87,27.49,2.0,51.5,106.18,23.73,54.98
023032,Danone Activia Ameix 150Gr,2.6,4.68,16.0,37.57,60.19,41.58,74.84
063471,Danone Activia Cafe M Linh Strawberry Ban,5.2,9.99,3.0,38.879999999999995,29.97,15.59,29.97
023031,Danone Activia Mor150Gr,2.6,4.75,20.0,38.879999999999995,95.01,51.98,95.0
045779,Danoninho Mor Pet Suisse 80G,2.35,4.49,23.0,38.879999999999995,103.27,54.05,103.27000000000001
052252,Danoninho Petit Mor To Take 70G,3.28,6.49,21.0,38.879999999999995,136.29,68.78,136.29
050961,Danoninho Petit Suisse Morang 320G,7.88,14.34,23.0,38.879999999999995,329.77,181.25,329.82
050962,Danoninho Petit Suisse Multi 320G,8.25,14.78,29.0,38.879999999999995,428.71,239.36,428.62
027685,Good Air Click Sp+Re Lavender 12M,12.28,27.89,2.0,38.879999999999995,55.78,24.55,55.78
075929,Des Good Air Click Spray Lavender 12Ml Lv3 P,11.59,26.69,5.0,38.879999999999995,133.45,57.95,133.45000000000002
055617,Good Air Fl Jasmin 20% Des 360Ml,8.04,17.99,8.0,38.879999999999995,143.92,64.3,143.92
060714,De Good Air Lavender 20%Des Econo Pack,7.53,17.99,12.0,38.879999999999995,215.88,90.39,215.88
052859,Good Air Talc 20% Des 360Ml,7.78,17.99,8.0,38.879999999999995,143.92,62.26,143.92
037041,Deseng Azulim Cleaner/Pes 500Ml,3.66,5.99,3.0,38.879999999999995,17.97,10.97,17.97
021906,500Ml Polyter Design,2.95,5.49,13.0,38.879999999999995,71.37,38.36,71.37
010893,Green Devil Dentry 300G,10.37,20.99,2.0,38.879999999999995,41.98,20.74,41.98
071226,Pure Sink Plunger,4.62,9.99,2.0,38.879999999999995,19.98,9.23,19.98
079269,Liquido Bel Lar 1Lt Dirty,12.51,26.99,1.0,38.879999999999995,26.99,12.51,26.99
047796,Effic Pto Pia,3.84,6.99,1.0,38.879999999999995,6.99,3.84,6.99
015392,Desinf Bak Ype Eucalip 500Ml,1.96,3.49,7.0,38.879999999999995,24.43,13.73,24.43
022899,Desinf Bak Ype Eucalypto 2Lt,6.49,10.69,10.0,38.879999999999995,106.9,64.92,106.89999999999999
061496,Desinf Bak Ype Eucalyptus 5Lt,14.61,23.32,3.0,38.879999999999995,69.97,43.84,69.96000000000001
061494,Desinf Bak Ype Eucalipto1Lt,3.57,5.99,7.0,38.879999999999995,41.93,25.0,41.93
061493,Desinf Bak Ype Floral 1Lt,3.57,5.99,22.0,38.879999999999995,131.78,78.58,131.78
022898,Desinf Bak Ype Floral 2Lt,6.49,10.42,15.0,38.879999999999995,156.31,97.38,156.3
015390,Desinf Bak Ype Floral 500Ml,1.96,3.49,9.0,38.879999999999995,31.41,17.65,31.410000000000004
012095,Desinf Bak Ype Lavanda 2Lt,6.11,10.61,44.0,38.879999999999995,466.92,268.86,466.84
011045,Desinf Bak Ype Lavender 500Ml,1.96,3.49,19.0,38.879999999999995,66.31,37.26,66.31
015160,Disinf Bak Ype Lavender 5Lt,14.61,22.99,9.0,38.879999999999995,206.91,131.52,206.91
061495,Desinf Bak Ype Lavanda1Lt,3.57,6.0,21.0,38.879999999999995,125.91,75.01,126.0
064327,Desinf Bak Ype Turquoise 500Ml,1.96,3.49,2.0,38.879999999999995,6.98,3.92,6.98
079634,Desinf Germinex Cleaner Sant Pato Game 750,12.78,19.99,1.0,38.879999999999995,19.99,12.78,19.99
062824,Desinf Lysoform Aer Remember Lavanda360M,19.28,27.99,1.0,38.879999999999995,27.99,19.28,27.99
062287,Original Gross Lysoform Desinf 1Lt,9.34,17.99,3.0,38.879999999999995,53.97,28.01,53.97
076631,Desinf Lysoform Lavender 1Lt,10.63,18.95,1.0,38.879999999999995,18.95,10.63,18.95
059179,Desinf Lysoform Soft 1Lt,9.34,16.99,5.0,38.879999999999995,84.95,46.69,84.94999999999999
076630,Soft Lysoform Desinf 500Ml,5.71,8.99,2.0,38.879999999999995,17.98,11.42,17.98
069965,Desinf More Qbom Brisa 2L,3.27,5.37,29.0,38.879999999999995,155.71,94.82,155.73
070600,Disinf More Qbom Breeze 5L,8.4,14.99,15.0,38.879999999999995,224.85,125.97,224.85
037779,Disinf More Qbom Eucalyptus 2L,3.3,5.2,56.0,38.879999999999995,291.44,184.79,291.2
070599,Disinf More Qbom Floral 2L,3.32,5.59,50.0,38.879999999999995,279.5,165.78,279.5
037775,Disinf More Qbom Lavender Free 2L,3.33,5.49,154.0,38.879999999999995,845.46,512.12,845.46
070601,Disinf More Qbom Lavender Free 5L,8.13,14.35,14.0,38.879999999999995,200.86,113.83,200.9
037780,Desinf More Qbom Lavender Fresh 2L,3.34,5.43,75.0,38.879999999999995,407.25,250.53,407.25
069966,Desinf More Qbom Lavender Fresh 5L,8.12,14.32,15.0,38.879999999999995,214.85,121.81,214.8
069964,Desinf More Qbom Lavender Musk 2L,3.28,5.1,53.0,38.879999999999995,270.47,173.88,270.29999999999995
070602,Desinf More Qbom Musk 5L Lavender,8.17,14.43,27.0,38.879999999999995,389.73,220.52,389.61
031604,Disinf More Qbom Lavender Plus 2L,3.3,5.71,86.0,38.879999999999995,491.14,283.48,491.06
037777,Disinf More Qbom Pine 2L,3.28,5.57,50.0,38.879999999999995,278.43,163.98,278.5
077316,Menuano Desinf Eucalypt 500Ml,1.42,2.99,2.0,38.879999999999995,5.98,2.83,5.98
056798,Floral Minuano Deinf 2Lt,5.12,9.04,8.0,38.879999999999995,72.31,40.98,72.32
077317,Floral Minuano Desinf 500Ml,1.5,2.99,6.0,38.879999999999995,17.94,9.0,17.94
077318,Minuano Herbal 500Ml Desinf,1.52,2.99,14.0,38.879999999999995,41.86,21.22,41.86
077319,Minuano Desinf Lall 2Lt,5.05,8.99,24.0,38.879999999999995,215.76,121.26,215.76
030632,Minuano Lavanda 500Ml Desinf,1.44,2.99,3.0,38.879999999999995,8.97,4.33,8.97
077320,Minuano Marine 500Ml Desinf,1.5,2.99,12.0,38.879999999999995,35.88,17.94,35.88
069227,Disinf Multi Ype Antibac Refill 500Ml,2.38,4.99,1.0,38.879999999999995,4.99,2.38,4.99
028495,Disinf Pine Bril B Mar L 500 Pg450,3.6,6.05,8.0,38.879999999999995,48.42,28.82,48.4
000899,Disinf Pine Bril Br Mar500Ml,3.23,5.99,1.0,38.879999999999995,5.99,3.23,5.99
035302,Desinf Pinho Bril Brisa Do Mar 1Lt,5.89,9.79,10.0,38.879999999999995,97.9,58.89,97.89999999999999
000890,Disinf Pine Bril F/Lime 500Ml,3.25,6.05,8.0,38.879999999999995,48.42,26.02,48.4
018219,Desinf Pinho Bril Fl/Lemon 500/450Pg,3.68,5.49,1.0,38.879999999999995,5.49,3.68,5.49
015366,Desinf Pine Bril Flows De Lemon 1L,6.2,10.65,7.0,38.879999999999995,74.53,43.38,74.55
000897,Disinf Pine Bril Lav 500Ml,3.25,6.16,6.0,38.879999999999995,36.94,19.52,36.96
016468,Desinf Pine Bril Lav500M Pg 450Ml,3.59,6.12,8.0,38.879999999999995,48.92,28.69,48.96
000898,Desinf Pine Bril Labaranda 1Lt,5.86,10.39,12.0,38.879999999999995,124.62,70.29,124.68
015343,Desinf Pine Bril Pine Silvestre 1Lt,5.93,10.37,37.0,38.879999999999995,383.53,219.53,383.69
000889,Disinf Pine Bril Plus 500Ml,3.36,6.13,32.0,38.879999999999995,196.18,107.5,196.16
016454,Disinf Pine Bril Silv Lv500Ml Pg450Ml,3.71,6.32,6.0,38.879999999999995,37.94,22.23,37.92
043322,Desinf Pinho Floral Sun 500Ml,5.29,8.99,3.0,38.879999999999995,26.97,15.86,26.97
001028,Desinf Pinho Sol Lav 500Ml,4.64,8.99,1.0,38.879999999999995,8.99,4.64,8.99
010625,Desinf Pinho Sol Lav Free 50Ml 500Ml,5.56,8.99,8.0,38.879999999999995,71.92,44.5,71.92
056054,Desinf Pinho Sol Lauanda 1Lt,9.89,14.32,9.0,29.14,41.12,88.99,128.91
038051,Desinf Pinho Sol Lemon 1Lt,9.43,14.32,3.0,30.35,43.58,28.29,42.97
001032,Desinf Pinho Sol Lemon 500Ml,5.13,8.99,6.0,41.38,70.59,30.8,53.94
028734,Desinf Pinho Sol Orig 1Lt,10.54,15.34,17.0,29.51,41.87,179.1,260.83
015716,Desinf Pinho Sol Orig 500Ml,5.56,8.99,16.0,35.75,55.65,89.02,143.84
056273,Desinf Pinho Sol Orig Lv1000 Pg900,9.7,14.57,12.0,31.67,46.35,116.42,174.88
015388,Desinf Pinho Ype Lav 500Ml,3.4,5.99,1.0,41.75,71.68,3.4,5.99
067338,Desinf Pinho Ype Lavanda 1Lt,6.13,9.99,13.0,37.12,59.03,79.66,129.87
076770,Desinf Pinho Ype Lavanda 2Lt,10.08,14.99,5.0,31.1,45.14,50.38,74.95
015389,Desinf Pinho Ype Trad 500Ml,3.4,5.99,2.0,41.75,71.68,6.81,11.98
065167,Desinf Pinho Ype Tradicao 1Lt,6.13,9.99,7.0,37.12,59.03,42.9,69.93
076847,Desinf Pinho Ype Tradicao 2Lt,10.08,15.99,5.0,35.41,54.82,50.38,79.95
016225,Disinf Polyric Marin 1.75Lt,3.46,6.07,8.0,38.94,63.79,27.65,48.52
007919,Disinf Eucalyptus 2Lt,2.88,4.49,54.0,34.34,52.31,155.41,242.63
007920,Disinf Proease Lallada 2Lt,2.88,4.49,96.0,34.3,52.2,276.29,431.04
007981,Desinf Proeza Willvestre 2Lt,2.88,4.5,32.0,34.4,52.44,92.1,143.9
039411,Turbo Bettanin Disrupt,10.21,19.99,1.0,30.77,44.45,10.21,19.99
013629,Detergent L Loucas Ype Clear 5L,13.18,25.99,4.0,31.79,46.6,52.71,103.96
014749,Detergent L Loucas Ype Neuto 5L,13.18,25.99,9.0,31.8,46.62,118.6,233.91
046057,Detergent Clean Kennel Free Dog 2L,19.48,34.99,1.0,38.85,63.53,19.48,34.99
000905,Detergent Limpol Coconut 500Ml,1.31,3.0,79.0,40.49,68.04,103.62,236.87
000891,Detergent Clean Crystal 500Ml,1.24,2.99,100.0,43.57,77.2,124.2,299.46
080377,Detergent Clean 500Ml Lavender,1.33,2.99,77.0,41.87,72.02,102.52,230.47
000902,Detergent Limpol Lemon 500Ml,1.34,2.99,53.0,38.91,63.7,71.17,158.47
080882,Detergent Limpol Liquido Crystal 5Lt,14.3,29.99,5.0,38.75,63.26,71.52,149.95
055850,Detergent Limpol Liquido Neutral 5Lt,13.51,29.99,1.0,38.73,63.21,13.51,29.99
000904,Detergent Limpol Apple 500Ml,1.25,2.99,60.0,43.14,75.88,75.0,179.4
000903,Detergent Limpol Neutral 500Ml,1.24,2.99,111.0,43.48,76.92,137.86,331.89
007890,Detergent Proeza Clear 500Ml,0.82,1.74,454.0,42.6,74.21,373.19,790.92
034053,Detergent Procurement Coconut 500Ml,0.77,1.81,572.0,44.75,81.01,442.77,1035.35
007892,Detergent Proeza Lemon 500Ml,0.76,1.8,409.0,44.44,79.99,311.87,736.16
007891,Detergent Procure Apple 500Ml,0.82,1.81,650.0,44.65,80.68,534.3,1174.4
007893,Detergent Poice Neutral 500Ml,0.77,1.81,602.0,44.9,81.48,464.35,1092.5
018424,Detergent Profession Neutral 5Lt,9.48,22.99,9.0,44.54,80.31,85.31,206.91
071274,Detergent Ype Antibac 500Ml,1.87,4.49,1.0,43.9,78.25,1.87,4.49
057396,Detergent Ype Capim Lemon 500Ml,1.4,2.55,298.0,26.27,35.62,417.2,761.02
004666,Detergent Ype Clear 500Ml,1.33,2.74,577.0,34.9,53.61,765.66,1581.99
039414,Detergent Ype Clear 500Ml Des10% Pct06X1,7.68,13.34,151.0,22.59,29.18,1159.2,2014.4
004669,Detergent Ype Clear Care 500Ml,1.4,2.68,176.0,29.87,42.59,246.4,472.54
004665,Detergent Ype Coconut 500Ml,1.4,2.71,365.0,30.58,44.05,511.0,990.02
004664,Detergent Ype Lemon 500Ml,1.4,2.74,269.0,31.24,45.44,376.6,736.7
004663,Detergent Ype Apple 500Ml,1.4,2.68,365.0,29.74,42.33,511.0,978.25
004662,Detergent Ype Neutral 500Ml,1.34,2.68,488.0,32.9,49.03,651.84,1306.67
058546,Detergent Ype Neutral 500Ml Des Des 10%Pct06X1,7.68,13.17,173.0,21.56,27.48,1328.88,2278.87
069081,Diffuser Adventure Tropical Aromas 250M,6.03,12.99,1.0,47.27,89.64,6.03,12.99
082655,Diffuser Aromas Koala Cer/Avel 100Ml,9.39,19.99,1.0,40.57,68.27,9.39,19.99
078898,Diffuser Aromas Tropical 100Ml,8.9,19.99,2.0,43.62,77.37,17.81,39.98
069100,Diffuser Tropical Alecrim Dourad,7.67,16.99,1.0,48.68,94.84,7.67,16.99
069101,Diffuser Tropical Bamboo Tropic,7.67,16.99,1.0,48.68,94.84,7.67,16.99
069102,Diffuser Tropical Aromas Campos Lavand,7.67,16.99,2.0,48.68,94.84,15.35,33.98
069123,Diffuser Tropical Fleam Flower,7.67,16.99,4.0,48.68,94.84,30.69,67.96
069161,Diffuser Tropical Aromas Orchid Blue 3,7.67,16.99,1.0,48.68,94.84,7.67,16.99
080257,Diffuser Aromasil Lirio White And Rosemary 1,9.11,21.99,1.0,54.06,117.68,9.11,21.99
069082,Tropical Bamboo Diffuser Aromas 250Ml,6.03,12.99,2.0,47.27,89.64,12.06,25.98
069085,Tropical Fennel Diffuser Aromas 250M,6.03,12.99,2.0,47.27,89.64,12.06,25.98
069086,Tropical Case Flower Diffuser,6.03,12.99,3.0,47.27,89.64,18.08,38.97
069088,Tropical Cherry Flower Diffuser,6.03,12.99,2.0,47.27,89.64,12.06,25.98
069090,Diffuser Tropical Lavender Aromas 250Ml,6.03,12.99,6.0,47.27,89.64,36.17,77.94
069093,Diffuser Tropical Watermelon Aromas 250Ml,6.03,12.99,3.0,47.27,89.64,18.08,38.97
069094,Tropical Strawberry Diffuser Aromas 250Ml,6.03,12.99,1.0,47.27,89.64,6.03,12.99
069095,Tropical Orchid Diffuser Aromas 250Ml,6.03,12.99,3.0,47.27,89.64,18.08,38.97
059190,Donuts F.Propria Kg,12.88,40.0,39.17,67.8,210.56,504.46,1566.64
059225,Pall F.Propria Chicken Kg,7.56,38.97,26.0,80.6,415.42,196.56,1013.11
073834,Stuffed Breaded Sear Cheese,2.57,6.01,29.0,41.88,72.07,74.5,174.4
039945,Breaded Seara T Monica Cheese 300G,7.86,14.99,5.0,35.06,53.98,39.32,74.95
024827,Rolled Cheese F.Propria Kg,9.38,39.69,70.96,76.37,323.17,665.57,2816.49
025009,Roll Salsicha F.Propria Kg,5.35,37.28,35.99,85.65,596.9,192.53,1341.74
080626,Congel Congel Congress Veg And Such 300G,5.18,9.99,6.0,38.05,61.42,31.07,59.94
003100,Sanilux S/Sup,10.9,24.99,5.0,45.98,85.11,54.52,124.95
064279,Sanitia Brush W/ Sup Colors Wing Bras,4.24,10.99,9.0,47.5,90.47,38.17,98.91
061571,Sanitia Brush W/ Leftover Condor,8.51,21.99,5.0,47.34,89.9,42.56,109.95
025293,Skewer Meat Against File Vacuo Kg,31.72,50.7,0.53,37.45,59.88,16.81,26.87
027475,Corcacation Skewer Vacuo Kg,20.72,45.59,14.94,48.35,93.59,309.66,681.23
024561,Skewer Chicken W/Bacon Vacuo Kg,47.56,53.99,0.39,11.91,13.52,18.36,20.84
018663,Sponge Bombril 60G,1.13,2.99,727.0,48.41,93.85,825.05,2176.15
019846,Sponge Bath Ponjita Kids Animals,6.38,11.49,1.0,31.24,45.44,6.38,11.49
058747,Delicate Condor Sponge,1.48,3.49,28.0,42.38,73.55,41.38,97.72
079979,Sponge Condor Clean Multiuso Unit,0.39,0.99,258.0,45.74,84.31,101.91,255.36
058749,Sponge Condor Heavy Cleaning,3.26,8.99,1.0,50.72,102.93,3.26,8.99
058746,Sponge Condor M/Use Lv4 Pg3,1.7,5.0,149.0,53.66,115.79,253.75,744.99
048571,Sponge Condor Multipurpose Cleaning,0.77,1.99,23.0,47.44,90.25,17.69,45.77
058745,Sponge Condor Protection For Nails,2.07,5.03,25.0,43.93,78.35,51.8,125.65
020199,Steel Stainless Steel Steel 17G,3.34,7.99,7.0,44.39,79.83,23.37,55.93
001409,Bath Sponte Inf Kids Ponjita Monst,5.72,12.99,1.0,45.5,83.47,5.72,12.99
003110,Sponge Spurebom Cleaner Lv4X1,3.68,8.99,28.0,49.39,97.58,102.9,251.72
037357,Sponge Sprine Cleaner/Pes,3.85,9.99,12.0,52.25,109.43,46.24,119.88
003090,Sponge Sponge Mult Un Bettanin,1.28,3.99,33.0,60.3,151.89,42.21,131.67
022704,Sponge Sponge Doesn'T Scratch,1.45,4.5,13.0,60.11,150.72,18.82,58.44
052586,Storage Sponge,4.97,10.99,10.0,43.95,78.41,49.75,109.9
003093,Sponge Sponge,1.64,4.99,15.0,59.22,145.21,24.66,74.85
071028,Sponge La De Stock Assolan 10%Des 45G,0.86,2.29,167.0,49.28,97.17,144.29,382.29
070488,Sponge La De Sto Assolan 45G,0.83,2.29,705.0,55.05,122.47,586.04,1614.24
081289,Clean Sponge M/Use Lv4 Pg3,1.21,3.49,430.0,54.6,120.27,520.76,1500.3
003666,Sponge Mult Use Wish D/Face,0.45,1.49,509.0,58.79,142.67,229.56,758.7
082285,Alklin Embal Econom 4X1 Multipurbing Sponge,1.67,4.49,90.0,49.4,97.62,150.3,404.1
082286,Alklin Antisco Und Multipurpose Sponge,0.98,2.29,14.0,41.48,70.9,13.79,32.06
070498,Sint Ype Multipurpose Sponge With 3Un,3.03,7.49,10.0,44.91,81.53,30.33,74.9
066128,Unit Ype Unit Multipurning Sponge,1.24,2.99,5.0,43.58,77.24,6.2,14.95
064280,Sponge For Cleaning W/Brightness Brazil Brazil,1.89,4.49,14.0,44.03,78.67,26.43,62.86
064281,Sponge For Wing Brazil Wing Cleaning,1.59,3.5,32.0,39.27,64.67,51.04,111.87
077650,Sponge For Cleaning Of Asa Br 3 Pcs Kit,4.09,9.99,21.0,45.57,83.72,85.79,209.79
077124,Sponge For Cleaning Magic Wing Of Brazil,1.35,3.99,6.0,54.89,121.67,8.11,23.94
001395,Sponge Ponjita 3M Anatomica Facial Gra,4.63,12.29,9.0,48.73,95.05,41.69,110.61
076768,Sint Sponge Ype Antibac Not Risk (Unit,1.39,3.09,9.0,38.83,63.49,12.5,27.81
072619,Magic Foam Aer Proauto 400Ml,15.03,34.99,1.0,46.81,88.02,15.03,34.99
080270,Concentrated Aromasil Capim Lemon 140M Essence,4.14,10.89,1.0,52.78,111.79,4.14,10.89
080268,Concentrated Aromasil Citronella 140Ml Essence,4.14,10.89,4.0,52.78,111.79,16.55,43.56
080264,Essence Concentrated Aromasil Eucalyptus 140Ml,4.14,10.89,7.0,52.78,111.79,28.97,76.23
080272,Concentrated Aromasil Flor Algodao Essence 14,4.14,10.89,5.0,52.78,111.79,20.69,54.45
080267,Concentrated Aromasil Lir White Alec 1 Essence,4.14,10.89,1.0,52.78,111.79,4.14,10.89
077104,Conci Coala,7.9,18.99,5.0,43.39,76.65,39.51,94.95
081361,Essence Concentrated Coola Bambu 120Ml,7.9,16.99,2.0,36.73,58.05,15.8,33.98
081448,Conci Coala Lima Lima 120Ml,7.81,18.99,1.0,44.08,78.81,7.81,18.99
077105,Essence Concentrated Coala Soft 120Ml,7.83,18.99,5.0,43.94,78.38,39.13,94.95
077106,Conci Coala Talco 120Ml,7.9,16.99,5.0,36.73,58.05,39.51,84.95
080211,Conci Coala Tutti F 120Ml,7.45,17.99,3.0,43.69,77.59,22.34,53.97
077103,Conci Coala Lalda 120Ml,7.45,17.99,1.0,43.69,77.59,7.45,17.99
005647,Polyter Lavender 140Ml Essence,5.95,10.99,1.0,45.88,84.77,5.95,10.99
009893,Polyric Pine 140Ml Essence,5.42,10.99,7.0,45.88,84.77,37.96,76.93
057447,Cadence Steam 220V Iron,45.89,99.99,1.0,42.45,73.77,45.89,99.99
077991,Fiber For Cleaning General Use Wms Util 102X26,3.14,5.49,2.0,22.15,28.45,6.28,10.98
024614,Agrinel Kg Lady,6.16,12.12,797.27,42.26,73.2,4911.16,9665.9
