Código   Descrição                                  Quant. Venda Un.      Custo     Compra        C.M.V Margem % Mkp            Venda
072715   BISC FORNO DE GOIAS C/ PIMENTA 100G         7,000     6,99       20,58      28,00      28,00    42,78 74,75        48,93
072716   BISC FORNO DE GOIAS C/QUEIJO 100G          12,000     6,99       35,29      48,00      48,00    42,78 74,75        83,88
059287   BISCOITO COOKIES CHOC F.PROPRIA KG          2,084    45,00       32,66      32,66      32,66    65,18 187,17       93,78
024627   BISCOITO COOKIES NEUTRO F.PROPRIA KG        0,820    45,00       12,96      12,96      12,96    64,89 184,81       36,90
024693   BISCOITO DE QUEIJO ASSADO F.PROPRIA KG     26,794    26,73      194,74     241,15     241,15    66,33 196,97      716,12
024772   BISCOITO FRITO KG                          17,396    23,73      102,46     102,46     102,46    75,18 302,93      412,85
024808   BISCOITO PETA KG                           25,591    35,01      396,66     396,66     396,66    55,73 125,87      895,94
076031   BISCOITO PETYAN COCO 400G                 135,000     5,99      287,15     390,69     390,69    51,69 107,02      808,79
066668   BISCOITO SUICO FARIAS KG                   45,394    34,74      467,15     635,52     635,52    59,71 148,17    1.577,16
075416   BLOCO SANITARIO+SUPORTE COALA FLORAL 3      1,000     7,69        3,32       4,11       4,11    46,55 87,10         7,69
075417   BLOCO SANITARIO+SUPORTE COALA LAVANDA 3     2,000     7,69        6,53       8,88       8,88    42,26 73,20        15,38
059263   BOLACHA NATA C/GOIAB F.PROPRIA KG           1,206    40,00        6,43       6,43       6,43    86,67 650,47       48,24
036384   BOLACHA SABORES KG                          0,836    40,00        7,52       7,52       7,52    77,50 344,44       33,44
024672   BOLACHA SEQUILHOS SABORES KG                0,394    40,00        3,14       3,14       3,14    80,05 401,25       15,76
060723   BOLINHO ANA MARIA COB CHOC 42G             15,000     3,09       16,97      21,00      21,00    54,66 120,57       46,32
066298   BOLINHO ANA MARIA COB NAPOL 42G             4,000     2,99        4,52       5,60       5,60    53,18 113,57       11,96
060819   BOLINHO ANA MARIA DUPLO CHOC 35G            4,000     2,99        4,52       5,60       5,60    53,18 113,57       11,96
002498   BOLINHO BAUDUCCO BAUNULHA C/CHOC 40G      127,000     2,69      132,83     180,73     180,73    47,07 88,93       341,45
072385   BOLINHO BAUDUCCO CHOC C/ BAUNILHA 40G      46,000     2,87       51,66      70,29      70,29    46,82 88,04       132,17
055125   BOLINHO BAUDUCCO DUO CHOCO 27GR            15,000     2,49       13,63      18,53      18,53    50,39 101,55       37,35
026486   BOLINHO BAUDUCCO DUPLO CHOC 40G            84,000     2,74       90,22     122,76     122,76    46,64 87,41       230,07
074709   BOLINHO BAUDUCCO LARANJA 40G               27,000     2,73       29,26      39,82      39,82    46,03 85,30        73,79
002534   BOLINHO BAUDUCCO MORANGO 40G               52,000     2,66       53,97      73,44      73,44    46,98 88,60       138,50
055838   BOLINHO BAUDUCCO ROLL CHOC 34G             26,000     2,86       31,09      42,30      42,30    43,02 75,51        74,24
024709   BOLINHO SUICO F.PROPRIA KG                 23,218    35,39      129,56     127,00     127,00    84,54 546,89      821,57
057629   BOLO CHOCOLATE PDC KG                       7,764    40,00       40,14      40,14      40,14    87,08 673,69      310,56
027710   BOLO ABACAXI PECA                          31,061     6,00       27,33      27,33      27,33    85,33 581,83      186,37
054197   BOLO ABACAXI F.PROPRIA KG                   2,914    40,00       17,28      17,28      17,28    85,18 574,54      116,56
057631   BOLO CENOURA PDC KG                         6,982    40,00       17,21      17,83      17,83    93,61 1466,02     279,28
024684   BOLO CHOCOLATE RED KG                      15,636    30,00       89,59      89,59      89,59    80,90 423,56      469,08
024711   BOLO DE CENOURA RED KG                     14,684    30,00       84,14      84,14      84,14    80,90 423,54      440,50
024710   BOLO DE COCO RED F PROP KG                 18,743    30,00      107,40     107,40     107,40    80,90 423,48      562,20
024824   BOLO DE LARANJA RED F.PROPRIA KG           16,734    30,00       95,89      95,89      95,89    80,90 423,48      501,94
057665   BOLO DE LIMAO PDC KG                        3,354    40,00       20,12      20,12      20,12    85,00 566,67      134,16
024765   BOLO DE MILHO RED KG                       21,624    30,00      123,91     123,91     123,91    80,90 423,54      648,70
048129   BOLO DE POTE SABORES 120G                   4,000     7,49       12,00      12,00      12,00    59,95 149,67       29,96
061485   BOLO F.PROPRIA BOMBA CHOCOLATE KG           4,796    45,00       38,32      38,32      38,32    82,24 463,18      215,81
061484   BOLO F.PROPRIA TOALHA FELPUDA KG            5,346    40,00       68,27      68,27      68,27    68,07 213,23      213,84
062286   BOLO FABR PROPRIA (PROMOCAO) 300G         275,217     8,76      905,46     905,46     905,46    62,43 166,18    2.410,12
059206   BOLO FORMIGUEIRO F.PROPRIA KG              16,562    30,00       94,90      94,90      94,90    80,90 423,56      496,86
024675   BOLO MANE PELADO F.PROPRIA KG              10,669    40,00       47,90      47,90      47,90    88,77 790,87      426,76
054268   BOLO MESCLADO RED F PROPRIA KG             15,114    30,00       86,60      86,60      86,60    80,90 423,56      453,42
064974   BOLO PULLMAN LARANJA 250G                   2,000    12,99       11,19      13,84      13,84    46,73 87,72        25,98
024567   BOLO ROCAMBOLE MORANGO F.PROPRIA KG        10,362    33,37       79,58      79,58      79,58    76,99 334,51      345,78
026152   BRIGADEIRO F.PROPRIA KG                     4,874    50,00       42,84      42,84      42,84    82,42 468,83      243,70
040484   BRILHA ALUM ESTRELA LIMAO 500ML            66,000     3,92      106,39     116,89     116,89    54,77 121,10      258,44
026017   BRILHA ALUMIN ESTRELA TRAD 500ML          118,000     3,74      190,22     208,98     208,98    52,69 111,37      441,71
074454   BROA CAROLINA KERO MAIS PAES KG             3,040    49,99       38,93      51,68      51,68    65,99 194,06      151,97
065515   BROA DOCE KERO MAIS PAES KG                 7,999    45,27       99,98     135,98     135,98    62,45 166,28      362,10
065514   BROA TEMPERADA KERO MAIS PAES KG            9,058    40,63      113,20     153,99     153,99    58,16 139,00      368,03
001208   BROCOLIS PECA 200G                         88,000    13,33      754,50     754,50     754,50    35,68 55,48     1.173,07
040639   BUCHO BOVINO CUBOS BANDEIJA KG             36,772    14,29      226,52     257,40     257,40    51,01 104,12      525,41
039721   BUCHO BOVINO CUBOS VACUO KG                26,098    14,29      160,76     182,69     182,69    51,01 104,13      372,92
024616   BUCHO BOVINO KG                           392,578    10,16    2.418,28   2.748,05   2.748,05    31,11 45,16     3.989,08
061831   CAKE MARAVILHA F.PROPRIA KG                 5,182    40,00       62,13      62,13      62,13    70,02 233,61      207,28
082741   CALDO VERDE C/CALABRESA CONG SEARA 300     35,000     6,49      119,84     147,95     147,95    34,87 53,54       227,15
082653   CAMARAO INTEIRO COZIDO CAMPONELLA 150G     27,000     9,99      143,94     161,73     161,73    40,04 66,78       269,73
069971   CAMARAO INTEIRO COZIDO MARIS 200G          18,000    15,99      144,02     161,82     161,82    43,78 77,86       287,82
082654   CAMARAO SEM CABECA COZIDO CAMPONELLA 3      8,000    31,99      128,09     143,92     143,92    43,76 77,82       255,92
029580   CAPELETTI CARNE MASSALEVE 400G              6,000    14,99       41,82      50,79      50,79    43,53 77,08        89,94
                                Relatórios de Vendas - Por Produto
SUPER SANTA CLARA LTDA LJ001 - CNPJ : 02.928.531/0001-74                                                     Empresa/Filial: 001
Período: 01/03/2025 à 31/03/2025 Famílias: 004,005,006,007,008,011,014
SGLinear: 25.03.07 (vendasecf01) - Usuário: cai - Data/Hora impres.: 28/04/2025 15:28:27
Página 9 de 38


Código   Descrição                                    Quant. Venda Un.      Custo     Compra        C.M.V Margem % Mkp         Venda
029581   CAPELETTI FRANGO MASSALEVE 400G                7,000    14,99       48,00       59,26       59,26   43,53   77,08      104,93
070347   CAPPUC PRONTO 3CORACOES CHOCOLATE 260          7,000     7,49       32,10       36,47       36,47   30,44   43,76       52,43
070346   CAPPUC PRONTO 3CORACOES CLASSIC 260ML          4,000     7,49       18,34       20,84       20,84   30,44   43,76       29,96
070349   CAPPUC PRONTO 3CORACOES PINGADO 260ML          2,000     7,49        9,44       10,69       10,69   28,64   40,13       14,98
070350   CAPPUC PRONTO 3CORACOES POWER WHEY CA          6,000     7,49       28,01       31,83       31,83   29,17   41,19       44,94
024543   CAQUI AGRANEL KG                              17,890    19,75      201,17      201,17      201,17   43,06   75,62      353,30
024521   CARA AGRANEL KG                              119,600     5,71      405,57      405,57      405,57   40,64   68,45      683,20
039719   CARNE ACEM C/OSSO BANDEJA KG                  23,698    25,29      419,22      419,22      419,22   30,05   42,97      599,35
024643   CARNE ACEM C/OSSO KG                         932,999    19,22   17.520,09   18.111,33   18.111,33   -0,99    -,98   17.933,46
024552   CARNE ACEM S/OSSO KG                         559,437    29,57   14.430,32   14.616,38   14.616,38   11,64   13,18   16.542,74
045738   CARNE ACEM S/OSSO MOIDA BANDEJA KG           156,650    38,99    4.090,13    4.090,13    4.090,13   33,03   49,33    6.107,83
039777   CARNE ALCATRA EM BIFE BDJ KG                  42,558    50,59    1.320,61    1.320,61    1.320,61   38,66   63,03    2.152,97
024598   CARNE ALCATRA KG                             566,803    40,16   15.541,32   15.757,71   15.757,71   30,78   44,46   22.763,85
061368   CARNE ALCATRA PEDACO BANDEJA KG                5,252    55,99      163,40      163,40      163,40   44,44   79,97      294,07
042230   CARNE ALCATRA STROGONOF BANDEJA KG             0,958    55,99       29,71       29,71       29,71   44,62   80,56       53,64
039720   CARNE CAPA CONTRA FILE KG                    138,062    31,16    2.840,28    2.922,94    2.922,94   32,06   47,19    4.302,35
024763   CARNE CAPA DE PALOMA KG                      254,461    30,19    6.378,50    6.452,59    6.452,59   16,00   19,05    7.682,08
024636   CARNE CHAMBARI KG                            151,290    25,99    3.198,27    3.198,27    3.198,27   18,66   22,94    3.932,00
054189   CARNE CONTRA FILE BIFE BDJ KG                 24,422    51,69      774,42      774,42      774,42   38,65   63,01    1.262,36
024599   CARNE CONTRA FILE KG                       1.150,248    40,12   31.410,44   31.923,73   31.923,73   30,82   44,55   46.147,24
040021   CARNE CONTRA FILE PEDACO BDJ KG                1,290    51,68       40,91       40,91       40,91   38,64   62,98       66,67
042131   CARNE CONTRA FILE STROGONOFF BANDEJA K         2,502    51,69       79,34       79,34       79,34   38,65   63,01      129,33
024628   CARNE COSTELA DIANTEIRA KG                 1.108,419    20,72   20.428,48   21.123,72   21.123,72    8,00    8,70   22.961,55
040641   CARNE COSTELA GAUCHA FATIADA BANDEJA K        34,308    27,49      556,13      556,13      556,13   41,03   69,59      943,14
024779   CARNE COSTELA GAUCHA KG                    1.143,818    22,35   18.541,29   18.541,29   18.541,29   27,47   37,88   25.563,92
024604   CARNE COSTELA P.A KG                         866,890    21,36   13.628,32   13.919,33   13.919,33   24,83   33,03   18.516,41
054191   CARNE COXAO DURO BIFE BDJ KG                  43,322    45,00    1.190,49    1.190,49    1.190,49   38,93   63,76    1.949,49
054193   CARNE COXAO DURO EM CUBOS BDJ KG              11,924    44,99      327,67      327,67      327,67   38,93   63,73      536,51
024550   CARNE COXAO DURO KG                          773,150    35,27   19.777,75   19.974,21   19.974,21   26,75   36,52   27.267,91
040752   CARNE COXAO DURO PEDACO BDJ KG                 3,282    44,99       90,19       90,19       90,19   38,92   63,72      147,66
044504   CARNE COXAO DURO SERENADO KG                   6,736    47,99      185,11      185,11      185,11   42,74   74,63      323,25
059720   CARNE COXAO MOLE BIFE BDJ KG                  32,684    47,29      921,36      921,36      921,36   40,39   67,75    1.545,63
054188   CARNE COXAO MOLE ESTROGONOFE BDJ KG            0,768    47,29       21,65       21,65       21,65   40,39   67,76       36,32
024597   CARNE COXAO MOLE KG                        1.329,695    37,00   36.833,00   36.597,42   36.597,42   25,61   34,42   49.195,53
042358   CARNE COXAO MOLE PEDACO BDJ KG                 1,674    47,29       47,19       47,19       47,19   40,39   67,75       79,16
024741   CARNE CUPIM B KG                              84,094    33,89    2.203,64    2.504,13    2.504,13   12,13   13,81    2.849,85
024828   CARNE CUPIM GRILL KG                          46,620    52,08    1.617,13    1.815,74    1.815,74   25,22   33,72    2.427,99
024547   CARNE CUPIM SEM OSSO KG                       57,060    41,54    1.710,15    1.943,35    1.943,35   18,02   21,97    2.370,39
034920   CARNE DE ALMONDEGA KG                         55,694    34,33    1.058,19    1.058,19    1.058,19   44,65   80,68    1.911,98
024811   CARNE DE PANELA TEM ESP BANDEIJA KG           13,172    36,98      257,38      257,38      257,38   47,16   89,27      487,14
024658   CARNE FILE MIGNON KG                         257,477    46,34    8.699,82    8.731,51    8.731,51   26,82   36,64   11.930,97
024603   CARNE FRALDINHA KG                           418,464    35,92    9.733,12    9.905,91    9.905,91   34,09   51,72   15.029,52
077575   CARNE HAMBURGUER TEMPERADO BANDEJA KG          7,042    30,99      183,87      183,87      183,87   15,75   18,69      218,24
053595   CARNE JERKED BEEF DIANT SALG FRIBOI 500G      11,000    32,99      193,42      219,80      219,80   39,43   65,10      362,89
071392   CARNE JERKED BEEF PA SALG FRIBOI 500G          1,000    32,99       15,62       17,75       17,75   46,20   85,86       32,99
039779   CARNE LAGARTO BIFE BDJ KG                     38,138    43,99    1.105,62    1.105,62    1.105,62   34,10   51,74    1.677,70
024695   CARNE LAGARTO KG                             381,526    32,52   10.602,30   10.656,95   10.656,95   14,12   16,44   12.408,72
039767   CARNE LAGARTO PEDACO BDJ KG                    3,836    43,99      111,21      111,21      111,21   34,10   51,75      168,76
040642   CARNE LAGARTO SERENADO KG                      3,370    46,99       97,70       97,70       97,70   38,30   62,07      158,34
062636   CARNE LOMBAO DO ACEM S/OSSO KG               304,501    28,43    7.950,52    7.950,52    7.950,52    8,15    8,88    8.656,17
024640   CARNE LOMBINHO BOVINO KG                   1.312,308    25,74   30.816,03   31.689,75   31.689,75    6,19    6,60   33.781,64
024611   CARNE MAMINHA DA ALCATRA KG                  234,319    38,05    6.669,16    6.732,24    6.732,24   24,49   32,44    8.915,90
076298   CARNE MOIDA CONG COSTELA FRIBOI 180G          16,000     9,99       76,42       85,87       85,87   46,28   86,14      159,84
076402   CARNE MOIDA CONG PICANHA FRIBOI 180G           6,000     9,99       28,66       32,20       32,20   46,28   86,14       59,94
024554   CARNE MUCHIBA SEBO KG                         38,820     9,00      320,65      339,85      339,85    2,72    2,80      349,36
024641   CARNE MUSC DIANTEIRO KG                    1.087,170    25,63   29.456,41   29.954,24   29.954,24   -7,49   -6,97   27.866,43
024602   CARNE MUSC TRASEIRO KG                       690,605    26,47   14.109,45   14.228,10   14.228,10   22,18   28,49   18.282,30
054670   CARNE MUSCULO DIANTEIRO ESPECIAL BDJ KG       19,560    36,29      540,67      540,67      540,67   23,83   31,29      709,82
045516   CARNE P/CHUR CAPA CONTRA FILE VACUO KG         0,936    37,99       22,43       22,43       22,43   36,93   58,56       35,56
057177   CARNE P/CHUR CONTRA FILE VACUO KG             26,488    46,99      839,93      839,93      839,93   32,52   48,19    1.244,67
057231   CARNE P/CHUR COSTELA GAUCHA VACUO KG           5,086    24,99       82,44       82,44       82,44   35,13   54,17      127,10
039776   CARNE P/CHUR COXAO DURO VACUO KG              16,636    40,99      457,16      457,16      457,16   32,96   49,17      681,92
039718   CARNE P/CHUR FRALDINHA BOV VACUO KG            8,918    41,99      232,49      232,49      232,49   37,91   61,07      374,47
040638   CARNE P/CHUR PEITO BOV VACUO KG                7,610    34,12      211,56      211,56      211,56   18,53   22,74      259,67
024553   CARNE PALETA KG                              303,498    28,46    7.799,03    7.871,11    7.871,10    8,87    9,74    8.637,67
038865   CARNE PALETA PEDACO BDJ KG                    12,566    38,49      325,59      325,59      325,58   32,69   48,56      483,68
054674   CARNE PALOMA BIFE BDJ KG                      38,610    42,89    1.235,91    1.235,91    1.235,91   25,37   33,99    1.655,96
054679   CARNE PALOMA EM CUBOS BDJ KG                   5,862    42,89      187,64      187,64      187,64   25,37   33,99      251,43
024551   CARNE PALOMA KG                              491,575    34,25   14.837,88   15.153,71   15.153,71    9,99   11,10   16.835,08
054190   CARNE PATINHO BIFE BDJ KG                     39,671    43,99    1.062,39    1.062,39    1.062,39   39,12   64,27    1.745,14
                                Relatórios de Vendas - Por Produto
SUPER SANTA CLARA LTDA LJ001 - CNPJ : 02.928.531/0001-74                                                   Empresa/Filial: 001
Período: 01/03/2025 à 31/03/2025 Famílias: 004,005,006,007,008,011,014
SGLinear: 25.03.07 (vendasecf01) - Usuário: cai - Data/Hora impres.: 28/04/2025 15:28:27
Página 10 de 38


Código   Descrição                                  Quant. Venda Un.      Custo     Compra        C.M.V Margem % Mkp           Venda
025602   CARNE PATINHO ESPECIAL BDJ KG                7,458    43,99      199,73      199,73      199,73    39,12    64,26      328,07
024564   CARNE PATINHO ESTROGONOFE BDJ KG             2,584    43,99       69,20       69,20       69,20    39,12    64,25      113,66
024600   CARNE PATINHO KG                           625,140    34,33   16.031,24   16.130,02   16.130,02    24,85    33,07   21.463,91
024601   CARNE PEITO BOVINO KG                      861,114    29,07   22.903,93   23.594,38   23.594,38     5,76     6,11   25.036,02
039769   CARNE PEITO BOVINO SERENADO KG               4,732    39,99      131,55      131,55      131,55    30,49    43,85      189,24
039789   CARNE PEITO PEDACO BDJ KG                    7,140    38,05      198,49      198,49      198,49    26,93    36,86      271,65
024570   CARNE PEIXINHO KG                          229,354    30,01    6.305,88    6.454,35    6.454,35     6,24     6,66    6.884,01
024631   CARNE PICANHA KG                           244,852    52,55    9.783,73    9.865,90    9.865,90    23,32    30,41   12.866,25
024569   CARNE RABADA KG                            178,722    27,53    3.302,78    3.753,16    3.753,16    23,71    31,08    4.919,74
061551   CARRE SUINO CONG KG                        195,710    20,85    2.453,21    2.787,70    2.787,70    31,69    46,38    4.080,76
039754   CASTANHA DE CAJU INTEIRA NUVITA S/SAL KG     3,730   120,00      197,71      259,20      259,20    42,09    72,69      447,60
039753   CASTANHA DO PARA INTEIRA NUVITA S/CASCA      3,557   136,99      214,00      264,96      264,96    45,62    83,90      487,26
082967   CASTANHAS CAJU CARAMELIZADAS FRUTA DO V      1,000    27,99       13,35       15,00       15,00    46,41    86,60       27,99
024520   CEBOLA AGRANEL KG                        4.603,610     3,07   10.367,01   10.367,01   10.367,01    26,58    36,21   14.120,53
058068   CEBOLA BANDEIJA KG                          68,685     4,59      155,67      155,67      155,67    50,58   102,34      314,97
047043   CEBOLA PROMOCAO KG                           6,678     1,49       15,07       15,07       15,07   -51,41   -33,96        9,95
027735   CEBOLA ROXA AGRANEL KG                      97,730     8,96      539,00      539,00      539,00    38,47    62,51      875,95
081943   CEBOLA ROXA BANDEIJA KG                      4,691     9,74       25,62       25,62       25,62    43,94    78,37       45,69
024522   CENOURA AGRANEL KG                       1.983,295     3,97    5.381,13    5.381,13    5.381,13    31,69    46,40    7.877,75
042300   CENOURA EMBALADA KG                         78,427     5,65      216,34      216,34      216,34    51,16   104,76      442,97
031405   CENOURA PROMOCAO KG                         55,385     1,63      160,50      160,50      160,50   -77,29   -43,59       90,53
004109   CERA KI-JOIA AMARELA 750ML                   2,000     6,99        5,87        7,99        7,99    42,83    74,92       13,98
004110   CERA KI-JOIA INCOLOR 750ML                  39,000     6,99      126,02      171,43      171,43    37,12    59,02      272,61
004112   CERA KI-JOIA PRETA 750ML                     3,000     6,99        8,84       12,02       12,02    42,66    74,40       20,97
004111   CERA KI-JOIA VERDE 750ML                    23,000     6,99       74,22      100,98      100,98    37,19    59,21      160,77
004108   CERA KI-JOIA VERMELHA 750ML                 24,000     6,99       77,83      105,89      105,89    36,88    58,43      167,76
072765   CERA LIQ BRILHO FACIL CASAKM INCOLOR 750     6,000    16,99       49,67       67,58       67,58    33,71    50,85      101,94
080778   CERA LIQ BRILHO FACIL CASAKM VERM 750ML      3,000    16,99       23,90       29,60       29,60    41,94    72,23       50,97
019882   CERA LIQ P/CALCADO INCOLOR INGLEZA 60ML      1,000    12,99        5,88        7,98        7,98    38,60    62,86       12,99
026673   CERA PASTA INGLEZA VERMELHA 400G             1,000    36,99       17,32       22,99       22,99    37,85    60,90       36,99
005654   CERA POLITRIZ AMARELA 750ML                  1,000     5,99        2,85        3,71        3,71    38,08    61,50        5,99
016166   CERA POLITRIZ INCOL 1,75LT                   3,000    12,99       23,09       25,28       25,28    35,12    54,13       38,97
011054   CERA POLITRIZ VERDE 1,75LT                   3,000    12,99       23,09       25,28       25,28    35,12    54,13       38,97
005653   CERA POLITRIZ VERDE 750ML                    1,000     5,99        3,39        3,71        3,71    38,08    61,50        5,99
051457   CERV ANTARCTICA SUBZERO LT 269ML            42,000     2,56       94,16       94,16       94,16    12,55    14,35      107,68
062704   CERV BOHEMIA PURO MALTE LT 269ML            62,000     2,82      149,36      149,36      149,36    14,59    17,09      174,88
054676   CERV BRAHMA CHOPP PILSEN 350ML CX12X1       26,000    37,59      855,50      855,50      855,50    12,46    14,23      977,28
054668   CERV BRAHMA CHOPP PILSEN LT 269MLCX15X1     39,000    40,27    1.350,68    1.350,68    1.350,68    14,01    16,29    1.570,65
053444   CERV ITAIPAVA PILSEN LT 269ML CX12X1        36,000    28,61      847,15      847,15      847,15    17,76    21,59    1.030,08
074994   CERVEJA ANTARCTICA ORIGINAL 269ML CX15X     36,000    48,60    1.481,76    1.481,76    1.481,76    15,31    18,08    1.749,60
062284   CERVEJA AMSTEL LAGER LATA 269ML            402,000     2,84    1.058,47    1.058,47    1.058,47     7,37     7,96    1.142,70
062324   CERVEJA AMSTEL LAGER LATA 269ML CX12       169,000    33,47    5.339,72    5.339,72    5.339,72     5,59     5,92    5.655,99
077177   CERVEJA AMSTEL LATA SLEEK 350ML            789,000     3,31    2.354,10    2.354,10    2.354,10     9,96    11,06    2.614,46
077372   CERVEJA AMSTEL LATA SLEEK 350ML CX12X1     311,000    38,60   11.065,24   11.065,24   11.065,24     7,82     8,48   12.003,68
057468   CERVEJA ANTARCTICA LAT 350ML CX12X1        133,000    38,17    4.376,23    4.376,23    4.376,23    13,79    15,99    5.076,14
068141   CERVEJA ANTARCTICA ORIGINAL 269ML          153,000     3,31      419,83      419,83      419,83    17,17    20,73      506,87
070831   CERVEJA ANTARCTICA ORIGINAL LT 350ML       106,000     4,34      396,65      396,65      396,65    13,87    16,11      460,54
070832   CERVEJA ANTARCTICA ORIGINAL LT 350ML CX1     3,000    50,28      134,71      134,71      134,71    10,69    11,97      150,84
054644   CERVEJA ANTARCTICA PALITO C/15 269ML       109,000    42,36    3.894,44    3.894,44    3.894,44    15,66    18,56    4.617,43
045520   CERVEJA ANTARCTICA PILSEN LAT 350ML        568,000     3,23    1.557,46    1.557,46    1.557,46    15,22    17,95    1.837,07
038147   CERVEJA ANTARCTICA PILSEN LT 269ML         409,000     2,88      975,56      975,56      975,56    17,26    20,86    1.179,10
051853   CERVEJA ANTARTICA ORIGINAL 600ML            16,000     9,33      133,20      133,20      133,20    10,75    12,04      149,24
081075   CERVEJA BADEN IPA MARACUJA SLEEK LT 350M     9,000     5,08       36,74       36,74       36,74    19,62    24,41       45,71
079596   CERVEJA BADEN PILSEN CRISTAL SLEEK LT35      2,000     5,19        7,61        7,61        7,61    26,69    36,40       10,38
081076   CERVEJA BADEN WITBIER COENT/LARAN SLEEK      3,000     5,19       13,34       13,34       13,34    14,30    16,68       15,57
002586   CERVEJA BAVARIA PILSEN LATA 350ML        2.050,000     2,53    4.242,97    4.242,97    4.242,97    18,35    22,47    5.196,23
063578   CERVEJA BOHEMIA LATA 269ML CX15X1           14,000    41,42      505,89      505,89      505,89    12,76    14,63      579,90
002585   CERVEJA BOHEMIA PURO MALTE LATA 350ML       62,000     3,48      180,30      180,30      180,30    16,37    19,57      215,58
061930   CERVEJA BOHEMIA PURO MALTE LATA 350ML C     19,000    41,82      663,02      663,02      663,02    16,55    19,83      794,52
001798   CERVEJA BRAHMA CHOPP PILSEN 350ML          263,000     3,19      721,15      721,15      721,15    13,99    16,27      838,45
042132   CERVEJA BRAHMA CHOPP PILSEN LT 269ML       157,000     2,70      363,00      363,00      363,00    14,21    16,57      423,13
064358   CERVEJA BRAHMA DP MALTE LT SLEEK 350ML     123,000     3,65      388,43      388,43      388,43    13,46    15,56      448,87
064373   CERVEJA BRAHMA DUPLO MALTE LATA 350ML C     10,000    43,08      378,96      378,96      378,96    12,03    13,68      430,80
039741   CERVEJA BRAHMA ZR/ALC 350ML                109,000     3,81      344,22      344,22      344,22    17,18    20,74      415,61
054643   CERVEJA BRAHMA ZR/ALC 350ML C/12            10,000    44,28      378,96      378,96      378,96    14,42    16,85      442,80
060619   CERVEJA BUDWEISER KING 330ML CAIXA 6X1       2,000    31,14       53,98       53,98       53,98    13,33    15,38       62,28
059994   CERVEJA BUDWEISER KING BEERS 330ML          23,000     5,11      103,45      103,45      103,45    12,01    13,64      117,57
050107   CERVEJA BUDWEISER PAL LAT269ML             287,000     3,03      749,10      749,10      749,10    13,79    15,99      868,88
081040   CERVEJA BUDWEISER PAL LAT269ML CX15UN       68,000    44,58    2.655,60    2.655,60    2.655,60    12,40    14,16    3.031,61
024771   CERVEJA BUDWEISER SLEEK LATA 350ML         116,000     3,91      385,08      385,08      385,08    15,06    17,73      453,36
                                Relatórios de Vendas - Por Produto
SUPER SANTA CLARA LTDA LJ001 - CNPJ : 02.928.531/0001-74                                                 Empresa/Filial: 001
Período: 01/03/2025 à 31/03/2025 Famílias: 004,005,006,007,008,011,014
SGLinear: 25.03.07 (vendasecf01) - Usuário: cai - Data/Hora impres.: 28/04/2025 15:28:27
Página 11 de 38


Código   Descrição                                   Quant. Venda Un.     Custo    Compra       C.M.V Margem % Mkp        Venda
072231   CERVEJA BUDWEISER SLEEK LATA 350ML CX12       6,000    43,48     238,56     238,56     238,56    8,56    9,36     260,88
074647   CERVEJA BUDWEISER ZERO LATA 350ML            24,000     3,82      79,92      79,92      79,92   12,90   14,81      91,76
074659   CERVEJA BUDWEISER ZERO LATA 350ML CX/8        1,000    28,72      26,64      26,64      26,64    7,24    7,81      28,72
001805   CERVEJA CARACU LATA 350ML                   145,000     4,50     567,53     567,53     567,53   12,96   14,89     652,05
080572   CERVEJA CORONA CERO SUNBREW LONG NECK        22,000     6,65     126,54     126,54     126,54   13,55   15,68     146,38
065918   CERVEJA CORONA EXTR L.NECK 330ML CX06X1       4,000    39,99     138,05     138,05     138,05   13,70   15,87     159,96
063287   CERVEJA CORONA EXTRA LONG NECK 330ML         39,000     6,55     224,33     224,33     224,33   12,17   13,86     255,41
051807   CERVEJA CORONITA EXTRA L.NEC 210ML           71,000     4,66     283,65     283,65     283,65   14,33   16,73     331,09
065876   CERVEJA CORONITA EXTRA L.NEC 210ML CX06       4,000    28,74      95,88      95,88      95,88   16,60   19,90     114,96
077748   CERVEJA HEINEKEN 0,0% ALCOOL LATA SLEEK 3    52,000     5,08     213,39     213,39     213,39   19,20   23,76     264,08
077751   CERVEJA HEINEKEN 0,0% ALCOOL LATA SLEEK 3     2,000    61,08     102,38     102,38     102,38   16,19   19,32     122,16
043724   CERVEJA HEINEKEN 600ML                       16,000    11,68     166,86     166,86     166,86   10,69   11,97     186,84
048089   CERVEJA HEINEKEN L NECK 250ML                61,000     4,99     264,57     264,57     264,57   13,07   15,03     304,35
054665   CERVEJA HEINEKEN L NECK C12 250ML             2,000    60,48     104,10     104,10     104,10   13,94   16,20     120,96
054699   CERVEJA HEINEKEN L.NECK 330ML CX06X1         60,000    38,37   5.024,66   1.784,66   1.784,66   22,48   29,00   2.302,20
073395   CERVEJA HEINEKEN LATA 269ML                  22,000     4,04      78,65      78,65      78,65   11,41   12,88      88,78
073470   CERVEJA HEINEKEN LATA 269ML CX/8X1           45,000    32,13   1.287,00   1.287,00   1.287,00   11,00   12,35   1.446,00
077090   CERVEJA HEINEKEN LATA SLEEK 350ML           176,000     5,02     749,23     749,23     749,23   15,21   17,94     883,64
077063   CERVEJA HEINEKEN LATA SLEEK 350ML CX12U     130,000    58,38   6.664,64   6.664,64   6.664,64   12,18   13,87   7.588,80
