Code,Description,Amount_Sold,Unit_Price,Total_Cost,Buying,COGS,Margin%,MKP%,Total_Sale,text_en
060848,"CERVEJA ITAIPAVA 0,0% CX12X1 LAT350ML",1.0,38.28,31.67,31.67,31.67,17.27,20.88,38.28,Itaipava beer 0.0% CX12x1 LAT350ml
071906,CERVEJA ITAIPAVA MALZBIER LN 330ML,10.0,3.99,36.13,36.13,36.13,9.45,10.43,39.9,Itaipava Malzbier ln 330ml beer
071975,CERVEJA ITAIPAVA MALZBIER LN 330ML CX06U,1.0,23.94,21.68,21.68,21.68,9.45,10.43,23.94,Beer Itaipava Malzbier LN 330ml CX06U
054671,CERVEJA ITAIPAVA PILS LATA 350ML CX12,240.0,30.11,6408.0,6408.0,6408.0,11.32,12.76,7225.75,Itaipava beer pils can 350ml cx12
043967,CERVEJA ITAIPAVA PILSEN LATA 350ML,734.0,2.65,1633.15,1633.15,1633.15,16.06,19.13,1945.57,Beer Itaipava Pilsen Lata 350ml
043965,CERVEJA ITAIPAVA PILSEN LT 269ML,81.0,2.41,158.84,158.84,158.84,18.58,22.82,195.09,Beer Itaipava Pilsen Lt 269ml
043964,CERVEJA ITAIPAVA PILSEN LT 473ML,3.0,3.49,9.37,9.37,9.37,10.52,11.75,10.47,Beer Itaipava Pilsen Lt 473ml
045981,CERVEJA ITAIPAVA PREMIUM LATA 350ML,24.0,2.87,60.41,60.41,60.41,12.15,13.83,68.76,Beer Itaipava Premium Tin 350ml
071333,CERVEJA ITAIPAVA ZERO ALC LN 330ML,11.0,3.78,38.64,38.64,38.64,7.09,7.63,41.59,Itaipava beer zero alc ln 330ml
044841,CERVEJA LOKAL BIER LAT350ML,882.0,2.25,1664.33,1664.33,1664.33,16.13,19.24,1984.52,Lokal Bier Lat350ml Beer
044496,CERVEJA PETRA ESC PREMIUM LAT350ML,10.0,4.19,36.77,36.77,36.77,12.24,13.95,41.9,Petra Petra Premium Lat350ml Beer
072620,CERVEJA PETRA ESCURA LONG NECK 330ML,11.0,5.06,43.78,43.78,43.78,21.39,27.2,55.69,Long NECK 330ml Dark Petra Beer
060024,CERVEJA PETRA ORIG P MALTE 350ML CX12X1,27.0,36.32,874.8,874.8,874.8,10.8,12.11,980.76,PETRA ORIG P Malte 350ml CX12X1 beer
060640,CERVEJA PETRA ORIG P MALTE LT 269ML,2.0,2.69,4.14,4.14,4.14,23.12,30.08,5.38,PETRA ORIG P MALTE LT 269ml
059913,CERVEJA PETRA ORIG P MALTE LT 350ML,82.0,3.1,222.06,222.06,222.06,12.73,14.59,254.46,PETRA ORIG P MALTE LT 350ml Beer
060672,CERVEJA PETRA ORIGEM P MALTE 269ML CX 12,10.0,32.28,248.16,248.16,248.16,23.12,30.08,322.8,Petra Beer Origin P Malte 269ml Cx 12
075870,CERVEJA PURO MALTE PILSEN 269ML,16.0,2.45,29.81,29.81,29.81,24.04,31.64,39.24,Pure pilsen 269ml beer
076590,CERVEJA PURO MALTE PILSEN 269ML CX12X1,4.0,27.48,89.42,89.42,89.42,18.65,22.92,109.92,Pure pilsen 269ml cx12x1 beer
072680,CERVEJA PURO MALTE PILSEN 350ML,165.0,2.74,371.25,371.25,371.25,17.98,21.93,452.65,Pure pilsen 350ml beer
080381,CERVEJA PURO MALTE PILSEN 350ML CX/12UN,60.0,32.36,1620.0,1620.0,1620.0,16.56,19.85,1941.6,Pure Pilsen 350ml CX/12un beer
038168,CERVEJA SCHIN PILS LAT 350ML,259.0,3.05,676.25,676.25,676.25,14.53,17.0,791.21,Schin Pils Lat 350ml Beer
054645,CERVEJA SKOL PALITO 269ML CX15X1,28.0,40.99,1011.78,1011.78,1011.78,11.85,13.44,1147.8,Skol Beer Toothpick 269ml Cx15x1
001802,CERVEJA SKOL PILSEN LT 350ML,192.0,3.35,558.34,558.34,558.34,13.15,15.14,642.88,Beer skol pilsen lt 350ml
061754,CERVEJA SKOL PILSEN LATA 350ML CX12X1,19.0,39.61,663.02,663.02,663.02,11.89,13.5,752.52,Skol Beer Pilsen Tin 350ml Cx12x1
052858,CERVEJA SKOL PILSEN PALITO 269ML,89.0,2.9,214.4,214.4,214.4,17.06,20.57,258.51,Skol Beer Pilsen Toothpick 269ml
057949,CERVEJA SOL PREMIUM L.NECK 330ML CX06X1,64.0,28.82,1639.68,1639.68,1639.68,11.11,12.5,1844.67,Sol Premium Sol L.Neck 330ml CX06x1
041955,CERVEJA SOL PREMIUM LONG NECK 330ML,134.0,4.93,572.18,572.18,572.18,13.41,15.48,660.76,Sol Premium Long Neck 330ml Beer
081253,CERVEJA SPATEN LONG NECK 330ML,49.0,4.96,211.87,211.87,211.87,12.81,14.7,243.01,Spaten long neck 330ml beer
081266,CERVEJA SPATEN LONG NECK 330ML CX/06UN,2.0,29.94,51.76,51.76,51.76,13.57,15.7,59.88,Spaten Long Neck 330ml CX/06un beer
069103,CERVEJA SPATEN MUNICH LATA 350ML,75.0,4.42,279.64,279.64,279.64,15.71,18.63,331.75,SPATEN MUNICH LATA 350ml beer
069075,CERVEJA SPATEN MUNICH LATA 350ML CX12X1,12.0,52.28,537.5,537.5,537.5,14.32,16.72,627.36,Spaten munich beer 350ml cx12x1
077792,CERVEJA STELLA L NECK PUR GOLD 330ML CX 6,21.0,34.25,624.08,624.08,624.08,13.24,15.26,719.34,Stella L Neck Pur Gold 330ml CX 6 Beer
077754,CERVEJA STELLA ARTOIS L NECK PURE GOLD 3,78.0,5.78,386.33,386.33,386.33,14.27,16.64,450.62,Stella Artois L Neck Pure Gold 3 Beer
012378,CERVEJA STELLA ARTOIS LONG NECK 330ML,51.0,5.68,244.39,244.39,244.39,15.64,18.53,289.69,Stella Artois Long Neck 330ml beer
069616,CERVEJA STELLA ARTOIS LONG NECK 330ML CX,4.0,33.54,115.01,115.01,115.01,14.28,16.65,134.16,Stella Artois Long Neck 330ml CX beer
069026,CERVEJA STELLA ARTOIS ONE WAY 600ML,4.0,9.89,35.96,35.96,35.96,9.1,10.01,39.56,Stella Artois One Way 600ml Beer
080107,CHA LEAO ICE TEA LIMAO PT 200ML,9.0,2.79,11.53,14.17,14.17,43.56,77.18,25.11,CHA LEAO ICE TEA LIMA PT 200ML
081725,CHA LEAO ICE TEA PESSEGO PT 200ML,1.0,2.69,1.25,1.53,1.53,43.12,75.82,2.69,CHA LEAO ICE TEA PEUSEGO PT 200ml
045215,CHAMBINHO PETIT CHOCOLATE 320G,21.0,13.47,148.36,166.69,166.69,41.05,69.65,282.79,Chambinho Petit Chocolate 320g
082254,CHANDELLE CHANTILLY CHOCOLATE 90G,16.0,4.52,37.25,41.85,41.85,42.15,72.86,72.34,Chandelle Chocolate Chocolate 90g
076628,CHANTILLY FLEISCHMANN GRAN FINALE 200ML,8.0,8.49,23.38,31.81,31.81,53.17,113.53,67.92,Whipped cream Fleischmann Gran Finale 200ml
076627,CHANTILLY FLEISCHMANN GRAN FINALE 500ML,6.0,18.99,44.03,59.9,59.9,47.42,90.2,113.94,Whipped cream flexchmann gran finale 500ml
051906,CHANTILLY PIRACANJ 200ML,4.0,7.49,15.68,19.2,19.2,35.91,56.04,29.96,Whipped cream 200ml
012099,CHANTILLY RICCA 1LT,2.0,25.59,20.52,27.92,27.92,45.45,83.31,51.18,RICCA CHILLLY 1LT
051259,CHAPA ALIS GAMA EL P APP2205 BV,1.0,144.99,72.22,79.58,79.58,45.11,82.19,144.99,Plate Alis Gama El P App2205 BV
082052,CHICKEN C/ QUEIJO SUPER FRANGO POUCH 27,50.0,12.01,262.75,357.45,357.45,40.46,67.97,600.4,Chicken with Super Chicken Pouch 27 Cheese
083168,CHICKEN SUPREME CONG SEARA 300G,210.0,6.54,782.25,1064.07,1064.07,22.47,28.98,1372.48,CHICKEN SUPREME CONG SEARA 300G
082668,CHICKEN TRAD SUPER FRANGO POUCH 275G,26.0,8.98,99.45,133.5,133.5,42.8,74.84,233.41,Chicken trad Super Chicken Pouch 275g
082053,CHICKEN TRAD SUPER FRANGO POUCH 900G,15.0,25.99,153.78,209.21,209.21,46.34,86.35,389.85,Chicken trad super chicken pouch 900g
068432,CHOPP VINHO RED DRAFT CAMPO LARGO 500M,1.0,9.99,5.37,7.35,7.35,26.4,35.86,9.99,Red Draft Wine Chopp Campo 500m
024523,CHUCHU AGRANEL KG,1925.431,1.6,1997.87,1997.87,1997.87,35.3,54.57,3088.02,Chuchu agranel kg
081941,CHUCHU BANDEIJA KG,25.51,2.46,29.07,29.07,29.07,53.61,115.58,62.66,Key Kym Kg
010142,CHUCHU PROMOCAO KG,28.58,0.32,0.0,0.0,0.0,100.0,0.0,9.08,Chayote Promocao kg
063138,CHURRASQ ELETRICA CADENCE GRILL MENU 2,4.0,143.72,359.32,444.88,444.88,22.61,29.22,574.87,Churrasq electric cadence grill menu 2
067627,CHURRASQUEIRA CADENCE ELET COMPACT 22,1.0,125.99,3573.35,89.99,89.99,28.57,40.0,125.99,Barbecue cadence elect compact 22
066948,CLORO GEL ORIGINAL QBOA 1LT,8.0,11.99,40.96,55.72,55.72,41.91,72.15,95.92,Chlorine original gel qboa 1LT
065074,COALHADA GOIANINHO INTEGRAL GFA 850G,27.0,12.99,180.23,202.5,202.5,42.26,73.2,350.73,GFA 850g Integral Goianinho Curd
066122,COALHADA INTEGRAL GOANINHO COPO 160G,15.0,4.99,32.81,40.5,40.5,45.89,84.81,74.85,GOANINHO INTEGRAL COALK COPO 160G
056591,COCADINHA F.PROPRIA KG,2.182,45.0,19.88,19.88,19.88,79.76,393.96,98.19,Cocadinha f.propria kg
024584,COCO SECO AGRANEL KG,100.835,11.63,674.21,674.21,674.21,42.52,73.98,1172.96,Coco Dry Agranel Kg
071773,COCO VERDE EMBALADO PECA,7.0,1.2,21.0,21.0,21.0,-149.11,-59.86,8.43,Packed green coconut sin
011890,COCO VERDE PECA,230.0,4.78,678.55,678.55,678.55,38.26,61.97,1099.06,Green coconut
078689,COLA RATO KELLMAT RATOEIRA ADESIVA,1.0,4.99,2.57,2.89,2.89,42.08,72.66,4.99,KELLMAT RATO CUILHA
047971,COLCHAO INFLAVEL MULT CASAL MOR LIFE C/B,1.0,174.99,76.03,93.12,93.12,46.78,87.91,174.99,Inflatable Matt Couple Mor Life C/B
038452,CORACAO BOVINO KG,346.267,10.65,2133.0,2423.87,2423.87,34.25,52.09,3686.48,COCANCO BOVINO KG
027474,CORACAO DE FRANGO A GRANEL KG,7.522,37.99,155.89,177.14,177.14,38.01,61.32,285.77,Kg bulk chicken heart
081881,CORACAO DE FRANGO QUALITTI BANDEJA 1KG,2.0,39.99,42.22,47.98,47.98,40.01,66.69,79.98,Chicken heart qualitti tray 1kg
070226,CORACAO DE FRANGO SUPER FRANGO 500G,13.0,22.99,143.0,162.5,162.5,45.63,83.92,298.87,Chicken heart super chicken 500g
009886,CORANTE XADREZ PRETO 50ML,13.0,6.99,46.02,50.7,50.7,44.21,79.23,90.87,Black plaid coloring 50ml
002257,CORANTE XADREZ AMARELA 50ML,2.0,6.99,6.77,7.31,7.31,47.74,91.35,13.98,Yellow plaid coloring 50ml
002259,CORANTE XADREZ AZUL 50ML,3.0,6.99,10.62,11.7,11.7,44.21,79.23,20.97,BLUE BLUE 50ml Dye
022063,CORANTE XADREZ LARANJA 50ML,1.0,6.99,3.48,3.76,3.76,46.25,86.05,6.99,50ml plaid coloring
002261,CORANTE XADREZ LIQ VERDE 50ML,11.0,6.99,38.67,42.6,42.6,44.59,80.48,76.89,Green Liq 50ml Chess Dye
002260,CORANTE XADREZ MARROM 50ML,1.0,6.99,3.43,3.7,3.7,47.1,89.02,6.99,Brown plaid coloring 50ml
002262,CORANTE XADREZ VERM 50ML,3.0,6.99,10.62,11.7,11.7,44.21,79.23,20.97,Red Plaid Dye 50ml
059238,CORPUS S/ LACT 170GR MORANGO,1.0,5.99,3.17,3.56,3.56,40.57,68.26,5.99,Corpus s/ lact 170gr strawberry
082150,CORTADOR CAB BRITANIA BCR03 18W 9AC 22,1.0,99.99,36.34,49.43,49.43,50.57,102.29,99.99,CAB BRITANIA BCR03 18W 9AC 22
018170,COUVE FLOR PECA BRANCA 300G,106.0,9.49,690.0,690.0,690.0,31.38,45.74,1005.59,300g white sin flower cauliflower
034939,"COXA C/SOBRECOXA FRANGO REFR AGRANEL K 4.415,121",9.89,32183.83,36573.56,36573.56,16.22,19.35,43651.8,,"Thigh w/overcox chicken refr agranel k 4,415.121"
063344,COXA S/COXA BANDEJA KG,125.976,13.99,917.39,1042.51,1042.51,40.84,69.02,1762.07,Thigh no thigh tray kg
019580,COXAS C/ SOBRECOXAS FRANGO FRIATO BAND,15.0,16.99,149.16,169.5,169.5,33.49,50.35,254.85,Thighs with overcoxes chicken friato band
034361,"COXAS C/SOBRECOXAS SUP FRANGO BANDEJA 1 135,000",15.43,1163.68,1322.35,1322.35,36.5,57.48,2082.49,,"Thighs with overcoxes sup chicken tray 1 135,000"
077403,COXAS CONG SUPER FRANGO IQF 1KG,24.0,15.99,225.98,256.78,256.78,33.08,49.43,383.7,Congress Super Chicken IQF 1kg
042988,COXINHA ASA CONG TEMP HOT SUPER FRANGO,338.0,12.56,2619.26,3279.83,3279.83,22.75,29.45,4245.82,Coxinha Asa Cong Temp Hot Super Chicken
075587,COXINHA DA ASA CONG SUPER FRANGO IQF 1,54.0,19.73,647.46,735.75,735.75,30.95,44.81,1065.46,ASA DRUG CONG Super Chicken IQF 1
063343,COXINHA DA ASA BANDEJA KG,141.67,18.69,1433.57,1629.12,1629.12,38.47,62.53,2647.78,Wing drumstick Kg
041157,COXINHA DA ASA CONG SADIA IQF 1KG,43.0,21.99,565.21,642.3,642.3,32.07,47.22,945.57,CONG SADIA IQF 1kg wing drumstick
067589,COXINHA DA ASA FRANGO AGRANEL KG,846.89,13.99,8574.77,9744.46,9744.46,17.78,21.62,11851.11,Wing drumstick chicken agranel kg
033989,COXINHA DA ASA FRANGO SUP FRANGO BANDE,147.0,17.99,1574.6,1789.24,1789.24,32.36,47.83,2645.05,Wing drumst
077571,COXINHA DA ASA TEMPERADA BANDEJA KG,60.4,19.99,610.87,694.21,694.21,42.49,73.89,1207.16,TEMPERED WING COXINHA KG TRAY
075803,CREAM CHEESE CANTO DE MINAS 150G,4.0,13.49,30.24,34.36,34.36,36.32,57.04,53.96,Cream Cheese Canto de Minas 150g
078661,CREAM CHEESE CANTO DE MINAS BISNAGA 40,1.0,32.99,16.94,19.25,19.25,41.65,71.38,32.99,Cream Cheese Canto de Minas Bisnaga 40
014614,CREAM CHEESE PHILADELPIA ORIG 150G,4.0,19.99,38.24,43.2,43.2,45.97,85.09,79.96,Cream Cheese Philadelpia Orig 150g
047715,CREME DE RICOTA CANTO DE MINAS 180G,7.0,12.99,45.92,56.7,56.7,37.64,60.37,90.93,180g Canto de Minas Ricotta Cream
046734,CREMOZINN GOIANIRA ACAI C/ BANANA 85G,91.0,1.5,57.51,78.26,78.26,42.65,74.37,136.46,Cremozinn Goianira Acai w/ banana 85g
046733,CREMOZINN GOIANIRA BLUE ICE 85G,459.0,1.53,290.23,394.74,394.74,43.73,77.71,701.5,Cremozinn Goianira Blue Ice 85g
046728,CREMOZINN GOIANIRA CAJA 85G,59.0,1.6,37.29,50.74,50.74,46.25,86.05,94.4,Cremozinn Goianira Caja 85g
046726,CREMOZINN GOIANIRA CUPUACU 85G,164.0,1.51,105.47,141.04,141.04,43.08,75.69,247.8,Cremozinn Goianira Cupuacu 85g
046727,CREMOZINN GOIANIRA FRUTAS TROPICAIS 85G,189.0,1.53,120.5,162.54,162.54,43.97,78.48,290.1,Cremozinn Goianira Tropical Fruits 85g
046843,CREMOZINN GOIANIRA LEITE CONDENSADO 85,474.0,1.53,300.41,407.64,407.64,43.77,77.85,724.99,Cremozinn Goianira Condensed Milk 85
046732,CREMOZINN GOIANIRA MARACUJA 85G,86.0,1.5,54.35,73.96,73.96,42.67,74.42,129.0,Cremozinn Goianira Passable 85g
046845,CREMOZINN GOIANIRA MORANGO 85G,460.0,1.54,290.72,395.6,395.6,44.0,78.56,706.39,Cremozinn Goianira Strawberry 85g
046731,CREMOZINN GOIANIRA UVA 85G,90.0,1.55,56.88,77.4,77.4,44.44,79.97,139.3,Cremozinn Goianira Uva 85g
000536,CREOLINA 50ML,1.0,14.99,9.85,10.86,10.86,27.59,38.09,14.99,Creoline 50ml
083265,CROCANTE CONG SUPER FRANGO POUCH 275G,1.0,7.99,3.44,4.67,4.67,41.51,70.98,7.99,Crispy conga Super Chicken Pouch 275g
054194,CUP CAKE RECHEADO KG,3.442,32.89,37.83,37.83,37.83,66.59,199.28,113.21,Cup Cake Stuffed Kg
056327,DAMASCO SECO FRUTA DO VALE 200G,2.0,27.49,23.73,26.67,26.67,51.5,106.18,54.98,200g Valley Dry Damascus Fruit
023032,DANONE ACTIVIA AMEIX 150GR,16.0,4.68,41.58,46.72,46.72,37.57,60.19,74.84,Danone Activia Ameix 150gr
063471,DANONE ACTIVIA CAFE M LINH MORANGO BAN,3.0,9.99,15.59,17.52,17.52,,29.97,,Danone Activia cafe m Linh Strawberry Ban
023031,DANONE ACTIVIA MOR150GR,20.0,4.75,51.98,58.4,58.4,,95.01,,Danone Activia Mor150gr
045779,DANONINHO MOR PET SUISSE 80G,23.0,4.49,54.05,60.72,60.72,,103.27,,Danoninho mor pet suisse 80g
052252,DANONINHO PETIT MOR PRA LEVAR 70G,21.0,6.49,68.78,77.28,77.28,,136.29,,Danoninho Petit Mor to take 70g
050961,DANONINHO PETIT SUISSE MORANG 320G,23.0,14.34,181.25,203.65,203.65,,329.77,,Danoninho Petit Suisse Morang 320g
050962,DANONINHO PETIT SUISSE MULTI 320G,29.0,14.78,239.36,268.95,268.95,,428.71,,Danoninho Petit Suisse Multi 320g
027685,DES BOM AR CLICK SP AP+RE LAVANDA 12M,2.0,27.89,24.55,27.58,27.58,,55.78,,Good air click sp+re lavender 12m
075929,DES BOM AR CLICK SPRAY LAVANDA 12ML LV3 P,5.0,26.69,57.95,71.53,71.53,,133.45,,Des good air click spray lavender 12ml lv3 p
055617,DES BOM AR FL JASMIN 20% DESC 360ML,8.0,17.99,64.3,76.54,76.54,,143.92,,Good air fl jasmin 20% des 360ml
060714,DES BOM AR LAVANDA 20%DESC EMBAL ECONO,12.0,17.99,90.39,114.41,114.41,,215.88,,De good air lavender 20%des econo pack
052859,DES BOM AR TALCO 20% DESC 360ML,8.0,17.99,62.26,76.4,76.4,,143.92,,Good air talc 20% des 360ml
037041,DESENG AZULIM LIMP/PES 500ML,3.0,5.99,10.97,12.05,12.05,,17.97,,Deseng Azulim Limp/PES 500ml
021906,DESENG POLITRIZ 500ML,13.0,5.49,38.36,42.13,42.13,,71.37,,500ml Polyter Design
010893,DESENT DE PIAS E RALOS DIABO VERDE 300G,2.0,20.99,20.74,28.21,28.21,,41.98,,Green Devil Dentry 300g
071226,DESENTUPIDOR DE PIA PURACASA,2.0,9.99,9.23,11.43,11.43,,19.98,,Pure sink plunger
079269,DESENTUPIDOR LIQ BEL LAR 1LT,1.0,26.99,12.51,15.67,15.67,,26.99,,Liq Bel Lar 1LT dirty
047796,DESENTUPIDOR PIA EFIC PTO,1.0,6.99,3.84,3.84,3.84,,6.99,,EFFIC PTO PIA
015392,DESINF BAK YPE EUCALIP 500ML,7.0,3.49,13.73,14.08,14.08,,24.43,,Desinf Bak Ype Eucalip 500ml
022899,DESINF BAK YPE EUCALIPTO 2LT,10.0,10.69,64.92,66.55,66.55,,106.9,,DESINF BAK YPE EUCALYPTO 2LT
061496,DESINF BAK YPE EUCALIPTO 5LT,3.0,23.32,43.84,44.94,44.94,,69.97,,Desinf bak ype eucalyptus 5LT
061494,DESINF BAK YPE EUCALIPTO1LT,7.0,5.99,25.0,25.63,25.63,,41.93,,Desinf Bak Ype Eucalipto1lt
061493,DESINF BAK YPE FLORAL 1LT,22.0,5.99,78.58,80.56,80.56,,131.78,,DESINF BAK YPE FLORAL 1LT
022898,DESINF BAK YPE FLORAL 2LT,15.0,10.42,97.38,99.83,99.83,,156.31,,DESINF BAK YPE FLORAL 2LT
015390,DESINF BAK YPE FLORAL 500ML,9.0,3.49,17.65,18.09,18.09,,31.41,,Desinf Bak Ype Floral 500ml
012095,DESINF BAK YPE LAVANDA 2LT,44.0,10.61,268.86,275.62,275.62,,466.92,,Desinf Bak Ype Lavanda 2LT
011045,DESINF BAK YPE LAVANDA 500ML,19.0,3.49,37.26,38.19,38.19,,66.31,,Desinf Bak Ype Lavender 500ml
015160,DESINF BAK YPE LAVANDA 5LT,9.0,22.99,131.52,134.83,134.83,,206.91,,Disinf bak ype lavender 5lt
061495,DESINF BAK YPE LAVANDA1LT,21.0,6.0,75.01,76.9,76.9,,125.91,,Desinf Bak Ype Lavanda1lt
064327,DESINF BAK YPE TURQUESA 500ML,2.0,3.49,3.92,4.02,4.02,,6.98,,Desinf Bak Ype Turquoise 500ml
079634,DESINF GERMINEX LIMP SANT PATO GAME 750,1.0,19.99,12.78,13.12,13.12,,19.99,,Desinf Germinex Limp Sant Pato Game 750
062824,DESINF LYSOFORM AER LEMB DE LAVANDA360M,1.0,27.99,19.28,19.85,19.85,,27.99,,DESINF LYSOFORM AER REMEMBER LAVANDA360M
062287,DESINF LYSOFORM BRUTO ORIGINAL 1LT,3.0,17.99,28.01,30.12,30.12,,53.97,,Original Gross Lysoform Desinf 1LT
076631,DESINF LYSOFORM LAVANDA 1LT,1.0,18.95,10.63,11.43,11.43,,18.95,,DESINF Lysoform Lavender 1LT
059179,DESINF LYSOFORM SUAVE 1LT,5.0,16.99,46.69,50.2,50.2,,84.95,,DESINF Lysoform Soft 1LT
076630,DESINF LYSOFORM SUAVE 500ML,2.0,8.99,11.42,11.72,11.72,,17.98,,Soft Lysoform Desinf 500ml
069965,DESINF MAIS QBOM BRISA 2L,29.0,5.37,94.82,97.33,97.33,,155.71,,DESINF MORE QBOM BRISA 2L
070600,DESINF MAIS QBOM BRISA 5L,15.0,14.99,125.97,129.3,129.3,,224.85,,Disinf more qbom breeze 5l
037779,DESINF MAIS QBOM EUCALIPTO 2L,56.0,5.2,184.79,190.16,190.16,,291.44,,Disinf more qbom eucalyptus 2l
070599,DESINF MAIS QBOM FLORAL 2L,50.0,5.59,165.78,170.32,170.32,,279.5,,Disinf more qbom floral 2l
037775,DESINF MAIS QBOM LAVANDA FREE 2L,154.0,5.49,512.12,526.14,526.14,,845.46,,Disinf more qbom lavender free 2l
070601,DESINF MAIS QBOM LAVANDA FREE 5L,14.0,14.35,113.83,120.35,120.35,,200.86,,Disinf more qbom lavender free 5l
037780,DESINF MAIS QBOM LAVANDA FRESH 2L,75.0,5.43,250.53,257.16,257.16,,407.25,,DESINF MORE Qbom Lavender Fresh 2L
069966,DESINF MAIS QBOM LAVANDA FRESH 5L,15.0,14.32,121.81,128.93,128.93,,214.85,,DESINF MORE Qbom Lavender Fresh 5L
069964,DESINF MAIS QBOM LAVANDA MUSK 2L,53.0,5.1,173.88,178.49,178.49,,270.47,,DESINF MORE Qbom Lavender Musk 2L
070602,DESINF MAIS QBOM LAVANDA MUSK 5L,27.0,14.43,220.52,232.19,232.19,,389.73,,DESINF MORE QBOM MUSK 5L Lavender
031604,DESINF MAIS QBOM LAVANDA PLUS 2L,86.0,5.71,283.48,290.98,290.98,,491.14,,Disinf more qbom lavender plus 2l
037777,DESINF MAIS QBOM PINHO 2L,50.0,5.57,163.98,168.32,168.32,,278.43,,Disinf more qbom pine 2l
077316,DESINF MINUANO EUCALIPTO 500ML,2.0,2.99,2.83,3.2,3.2,,5.98,,MENUANO DESINF EUCALYPT 500ml
056798,DESINF MINUANO FLORAL 2LT,8.0,9.04,40.98,42.3,42.3,,72.31,,Floral Minuano Deinf 2LT
077317,DESINF MINUANO FLORAL 500ML,6.0,2.99,9.0,9.31,9.31,,17.94,,Floral Minuano Desinf 500ml
077318,DESINF MINUANO HERBAL 500ML,14.0,2.99,21.22,22.82,22.82,,41.86,,Minuano Herbal 500ml Desinf
077319,DESINF MINUANO LAVANDA 2LT,24.0,8.99,121.26,126.25,126.25,,215.76,,MINUANO DESINF LALL 2LT
030632,DESINF MINUANO LAVANDA 500ML,3.0,2.99,4.33,4.65,4.65,,8.97,,Minuano Lavanda 500ml Desinf
077320,DESINF MINUANO MARINE 500ML,12.0,2.99,17.94,18.7,18.7,,35.88,,Minuano Marine 500ml Desinf
069227,DESINF MULTI YPE ANTIBAC REFIL 500ML,1.0,4.99,2.38,2.79,2.79,,4.99,,Disinf multi ype antibac refill 500ml
028495,DESINF PINHO BRIL B MAR L 500 PG450,8.0,6.05,28.82,29.58,29.58,,48.42,,Disinf pine bril b mar l 500 pg450
000899,DESINF PINHO BRIL BR MAR500ML,1.0,5.99,3.23,3.47,3.47,,5.99,,Disinf pine bril br mar500ml
035302,DESINF PINHO BRIL BRISA DO MAR 1LT,10.0,9.79,58.89,62.58,62.58,,97.9,,Desinf Pinho Bril Brisa do Mar 1LT
000890,DESINF PINHO BRIL F/LIMAO 500ML,8.0,6.05,26.02,26.71,26.71,,48.42,,Disinf pine bril f/lime 500ml
018219,DESINF PINHO BRIL FL/LIMAO 500/450PG,1.0,5.49,3.68,3.77,3.77,,5.49,,Desinf Pinho Bril Fl/Limao 500/450pg
015366,DESINF PINHO BRIL FLORES DE LIMAO 1L,7.0,10.65,43.38,51.39,51.39,,74.53,,DESINF PINE BRIL FLOWS DE LIMAO 1L
000897,DESINF PINHO BRIL LAV 500ML,6.0,6.16,19.52,20.03,20.03,,36.94,,Disinf pine bril lav 500ml
016468,DESINF PINHO BRIL LAV LV500M PG 450ML,8.0,6.12,28.69,29.78,29.78,,48.92,,DESINF PINE BRIL LAV500M PG 450ml
000898,DESINF PINHO BRIL LAVANDA 1LT,12.0,10.39,70.29,76.65,76.65,,124.62,,DESINF PINE BRIL LABARANDA 1LT
015343,DESINF PINHO BRIL PINHO SILVESTRE 1LT,37.0,10.37,219.53,244.86,244.86,,383.53,,DESINF PINE BRIL PINE SILVESTRE 1LT
000889,DESINF PINHO BRIL PLUS 500ML,32.0,6.13,107.5,115.61,115.61,,196.18,,Disinf pine bril plus 500ml
016454,DESINF PINHO BRIL SILV LV500ML PG450ML,6.0,6.32,22.23,22.82,22.82,,37.94,,Disinf pine bril silv lv500ml pg450ml
043322,DESINF PINHO SOL FLORAL 500ML,3.0,8.99,15.86,17.06,17.06,,26.97,,Desinf Pinho Floral Sun 500ml
001028,DESINF PINHO SOL LAV 500ML,1.0,8.99,4.64,4.99,4.99,,8.99,,Desinf Pinho Sol Lav 500ml
010625,DESINF PINHO SOL LAV GRAT 50ML 500ML,8.0,8.99,44.5,45.67,45.67,,71.92,,Desinf Pinho Sol Lav free 50ml 500ml
056054,DESINF PINHO SOL LAVANDA 1LT,9.0,14.32,88.99,91.35,91.35,29.14,41.12,128.91,DESINF PINHO SOL LAUANDA 1LT
038051,DESINF PINHO SOL LIMAO 1LT,3.0,14.32,28.29,29.93,29.93,30.35,43.58,42.97,Desinf Pinho Sol Limao 1LT
001032,DESINF PINHO SOL LIMAO 500ML,6.0,8.99,30.8,31.62,31.62,41.38,70.59,53.94,Desinf Pinho Sol Limao 500ml
028734,DESINF PINHO SOL ORIG 1LT,17.0,15.34,179.1,183.85,183.85,29.51,41.87,260.83,Desinf Pinho Sol Orig 1LT
015716,DESINF PINHO SOL ORIG 500ML,16.0,8.99,89.02,92.41,92.41,35.75,55.65,143.84,Desinf Pinho Sol Orig 500ml
056273,DESINF PINHO SOL ORIG LV1000 PG900,12.0,14.57,116.42,119.5,119.5,31.67,46.35,174.88,Desinf Pinho Sol Orig lv1000 pg900
015388,DESINF PINHO YPE LAV 500ML,1.0,5.99,3.4,3.49,3.49,41.75,71.68,5.99,Desinf Pinho Ype Lav 500ml
